,Hotel,Review,Score
6980,Henry VIII, Apart from scrambled eggs rubbery and chewy breakfast was good Dining room staff were very friendly ,0.7501
6981,Henry VIII, The only thing good is location less than 10 min walk to subway car park,0.4404
6983,Henry VIII, Good reception and welcome,0.7096
6985,Henry VIII, The beds were large and really comfortable we loved having a bath in our bathroom and the location was really central Fan in the room was great for hot London nights ,0.9375
6986,Henry VIII, Bathroom was nice ,0.4215
6987,Henry VIII, Breakfast was good ,0.4404
6988,Henry VIII, Quiet location clean bathroom and towels and sheets good breakfast,0.6808
6989,Henry VIII, The location is great 5 minutes walk to the next tube station of central line A 24h shop a pub and two restaurants just a second away Fast WiFi connection in all the hotel ,0.6249
6990,Henry VIII, Great location the staff are really friendly and the pool and sauna was a good facility to use,0.8883
6991,Henry VIII, Location was great ,0.6249
6992,Henry VIII, not much to like really location ok but other hotels in bayswater have better locations,0.6167
6993,Henry VIII, Close 10 mins walk to Paddington station Good Greek restaurant close by Halepi Small pool was good on the humid day I was in London Tea coffee provided Breakfast was pretty good,0.8979
6994,Henry VIII, Good location not on a busy road,0.4404
6995,Henry VIII, Nice pool good sauna,0.6908
6996,Henry VIII, The front desk staff were super helpful and friendly The location is great 5 minutes walk from Paddington station And it s great value for money ,0.9661
6999,Henry VIII, The location and price,0
7000,Henry VIII, Good location ,0.4404
7001,Henry VIII, The breakfast was great there was a choice for everyone food was tasty and fruit nice and fresh only the apples had Wax onthem wich is pretty unhealthy The room was just average could be modernised abit more the bathroom was great and spacious not deficult to use and the water pressure amazing The swimming pool was nice and warm and quiet at the time i went there Plus they close it really late so you can have a nice swim before sleeping,0.969
7002,Henry VIII, Location is not bad 10 minutes walk from station ,0.431
7003,Henry VIII, I frequently stay in a Marriott Hotel but this is a much cheaper hotel and I got what I expected Most important factor to me was cleaniness this was a very clean hotel really important towels bed linen all beautifully white Breakfast was very well presented and there was lots to choose There is a few good places to eat nearby and its close to tube stations Also the staff were all pleasant ,0.9792
7004,Henry VIII, Surprise the breakfast was a full English not simply Continental as advertised Very pleasant helpful staff allowed us to check in an hour early ,0.8304
7005,Henry VIII, We have stayed here a number of times and it is always a great place to stay It is convenienty located by Hyde Park and the tube and has a great selection of breakfast goodies Staff are very friendly and helpful,0.9438
7006,Henry VIII, Breakfast was okay Cleanliness in rooms is good lobby is dated All staff are all Spanish why is there no English person working for a hotel in London Swimming pool is okay The English theme of Henry Viii is all that is left of the English Breakfast staff are nice and clean Location is easy to get to the city and A40 Area resturants are not the best Best to go the Westbourne for High End ,0.6444
7007,Henry VIII, Bed really comfy bathroom and bedroom clean good wifi signal ,0.6808
7008,Henry VIII, Good location quiet yet within easy reach of many places including Hyde Park and Kensington Gardens The hotel has a pool and although I didn t go in it looked quite nice ,0.8399
7009,Henry VIII, 2 positives tube station 5 to 10 minutes walk away bars and restaurants close by 1 positive for the hotel is the staff where friendly ,0.8807
7010,Henry VIII, Swimming pool ,0
7011,Henry VIII, Very clean hotel and great location ,0.796
7012,Henry VIII, Easy to find close to shops and 2 major tube stations ,0.4404
7013,Henry VIII, room although small was nicely decorated and very clean with clean and fresh bed linen ,0.8795
7014,Henry VIII, The balcony was lovely close to shops and places to go ,0.5859
7015,Henry VIII, breakfast was solid ,0.1531
7016,Henry VIII, The central location was ideal for our trip and close within walking distances to shops restaurants and parks etc,0.5267
7017,Henry VIII, Good sized room and bathroom Location is about 350 yards from Queensway tube station Lots of local shops and bars in Queensway and a few close by ,0.4404
7018,Henry VIII, The Staff was very helpful We had come down to take part in the moonwalk which is a marathon walk 26 2 miles through the streets of London through the night on the Saturday and had the hotel booked for the Sunday Although check in was not until 2pm and we arrived at 9 30 and had our room ready for 11 00 They even stored our bags the day before Brilliant service The room was very comfortable ,0.9183
7019,Henry VIII, The pub down the road on the opposite side of the street was welcoming with good food at reasonable prices ,0.7003
7020,Henry VIII, Swimming pool lovely quiet location Plan on going back with my family 8 min walk from Paddington tube station ,0.5859
7021,Henry VIII, Lovely location and the staff were helpful when I phoned needing to arrive and check in earlier than anticipated ,0.765
7022,Henry VIII, Location close to a choice of restaurants and near beautiful Kensington gardens,0.5994
7023,Henry VIII, Single room was clean and of expected size bed was comfortable and you had a sense that the staff was trying,0.7184
7024,Henry VIII, Frank the guy from the reception has been fantastic and really accommodating I would credit our stay to his only kindness or else I would have left our daughter found the swimming pool great and pool water was warm ,0.9349
7025,Henry VIII, Great staff Walking distance to Paddington Train Station and Queensway underground made it easy to get anywhere in London Excellent Breakfast ,0.8934
7026,Henry VIII, The location from London centre and the local high st was excellent ,0.5719
7027,Henry VIII, Everything we needed in the room A very good breakfast with plenty to choose from ,0.4927
7028,Henry VIII, Location good staff helpful ,0.6908
7029,Henry VIII, Spacious room friendly staff great location but best of all a swimming pool and sauna ,0.8873
7030,Henry VIII, The location and swimming pool were great ,0.6249
7031,Henry VIII, The location of the hotel cannot be any better The room was OK size wise but had all the required facilities such as ironing board trouser s press tea and coffee facilities We only stayed one night but getting such quality in the centre of London at a very reasonable price is excellent ,0.8107
7033,Henry VIII, A great welcome and smiles at check in On arrival there was a card box of chocolates and a lovely bottle of wine were in my room to congratulate me on my birthday It was totally unexpected what a wonderful surprise The bed linen was spotless and the room and bathroom scored 10 10 for cleanliness The swimming pool was of an ambient temperature available from 7am until 22pm so convenient I would most definitely recommend The Henry VIII Hotel and shall most certainly stay again ,0.9841
7034,Henry VIII, The free wifi was superb as we were able to work out our transport routes into the City and back The breakfast had ample choices although the croissants were a little frozen and hard otherwise very friendly and helpful staff Thank you for looking after us ,0.9462
7035,Henry VIII, Staff were very friendly and helpful also the swimming pool was also very nice ,0.8641
7036,Henry VIII, Room was small for family so they rectified this with an upgrade best hotel ive stayed in so far and kids enjoyed the facilities thank you for your understanding,0.875
7037,Henry VIII, The hotel was good value for money and location was good ,0.802
7038,Henry VIII, The staff were extremely helpful They agreed to let us check in really early and at no extra cost The room was really clean and comfortable I especially liked the swimming pool too And breakfast was delicious I saw a few negative reviews and was a bit worried but found none to be true in our case Location wise it was perfect for us as it was situated in a quiet area very close to the Bayswater station which helped us get to Heathrow airport easily I wouldn t hesitate to stay here next time ,0.9261
7039,Henry VIII, The bed was very comfy lovely sheets bathroom was spotless and very nice and specious the staff were lovely and they also made amazing towel swans on the bed and they were beautiful I told them it was a belated birthday present for my partner and they left a bottle of red wine on the house with two glasses besides them I thought that was amazingly sweet of them The hotel is beautiful and swimming pool was lovely and warm and Sauna was lovely Smaller then I expected but truly was lovely Very clean Design was beautiful Amazing experience as a whole lovely location I would recommend this place to anyone wanting a comfortable cosy place to stay The design in the room was beautiful lovely wood furniture and curtains were gorgeous Shops open at night and not far at all from two tube stations Defiantly 10 out of 10 if that style is what your looking for Will defiantly go again It had a lovely warm feeling to it Defiantly worth your money ,0.998
7040,Henry VIII, I am 37 weeks pregnant and the pool was the best part of my stay and the bed was comfortable albeit they could do with a thicker duvet on offer Breakfast was decent ,0.8176
7041,Henry VIII, The location is great a few minutes walk from some great restaurants and bars shopping areas transport and so much else Hotel had some nice touches to it and all the basics ,0.9001
7042,Henry VIII, Good location Friendly staff Good quality hotel for the money spent Breakfast included Early check in at no additional cost,0.7783
7044,Henry VIII, staff was very nice and attentive during our stay price for 3 nights for two adults was reasonable even including breakfast Not too cosy just good place with good service facilities for affordable price definitely would reccomend,0.8908
7045,Henry VIII, Good comfy room and fair breakfast for a budget hotel in it s location Plenty of varied restaurants and cafe s around right on central bus route and near tube station ,0.6369
7047,Henry VIII, The first room was a bit small so we upgraded and the staff was very helpful and accommodating The indoor pool was a favorite it was very warm and the open hours were late so we really enjoyed that My son loved it ,0.9436
7048,Henry VIII, Breakfast was ok ,0.296
7049,Henry VIII, Good location in central London,0.4404
7050,Henry VIII, Receptionist was polite,0
7051,Henry VIII, Staff tried but due to not speaking or writing English the service wasn t quite what was expected for a UK hotel ,0
7052,Henry VIII, The room was clean and the location was good ,0.6808
7053,Henry VIII, Staff we re fantastic and the location is great Food was very good The pool was a lovely added bonus Very clean Despite the tiny bathroom we would go back but not to the same room,0.8908
7054,Henry VIII, Breakfast was really nice beds comfy didn t use the pool as didn t get time but looked ok,0.5922
7055,Henry VIII, The location was spot on ,0
7056,Henry VIII, Bed comfy,0
7057,Henry VIII, Location was good handy for city centre and tubes buses ,0.4404
7058,Henry VIII, The Staff is great The pool is charming The room is extremely clean with daily house keeping The breakfast is great I don t know why others complaining I would recommend the 5th floor I felt its like 5 stars hotel with this money value,0.9665
7059,Henry VIII, Young slim Spanish guy particularly helpful Location good,0.7397
7060,Henry VIII, Location,0
7061,Henry VIII, Good selection of restaurants nearby,0.4404
7062,Henry VIII, Breakfast was nice the location was convenient and the pool facilities were fab ,0.7003
7063,Henry VIII, The hotel is located within a short waking distance to tube stations and near Kensington Park The staff was very friendly and helpful b,0.762
7064,Henry VIII, Location was good,0.4404
7065,Henry VIII, Location was very convenient ,0
7066,Henry VIII, Location friendly and bilingual staff nice basic breakfast in room WiFi good value for money ,0.8834
7067,Henry VIII, Lady on reception very helpful swimming pool clean and nice treat room clean and relatively quite,0.9184
7068,Henry VIII, The breakfast buffet was amazing plenty to choose from Very comfortable bed speedy room service ,0.8122
7069,Henry VIII, Good value small room with all basic facilities ,0.6486
7070,Henry VIII, It s only a short and extremely easy walk to London Paddington station straight up one road so it s convenient Plenty of shops and food around There s a free breakfast and swimming pool The staff were nice and friendly ,0.9245
7071,Henry VIII, The room was clean Staff were helpful Indoor pool was good ,0.8126
7072,Henry VIII, Location Breakfast,0
7073,Henry VIII, Bed and cleaning was fine My son enjoyed the swimmingpool although the shower facilities were British style i e you shower with your swimsuit on ,0.6249
7074,Henry VIII, We had a very large room which was clean and comfortable,0.7184
7075,Henry VIII, The spanish staff were most lovely and welcoming Muchos Gracias Ate logo ,0.8051
7076,Henry VIII, The fan on the ceiling Very clean bathroom Clean towels linen etc staff very friendly ,0.8945
7078,Henry VIII, Location very convienent for public transport,0
7079,Henry VIII, Hotel in good location nice and clean rooms Really warm swimming pool Nice delicious breakfast ,0.9441
7080,Henry VIII, Your staff always smiled especially that gentleman ,0.5423
7081,Henry VIII, Excellent location with 4 tube stations nearby and Hyde Park just down the road Nice room with comfortable bed Staff generally were very friendly and helpful ,0.9465
7082,Henry VIII, Staff were so friendly and helpful from checking in staff to breakfast staff to the chambermaids Lots of excellent choice and range for breakfast Room was large enough clean and travel cot Tv worked perfect and the wifi was good enough to stream programmes on the iPad Swimming pool area was lovely and we had it all to ourselves Great location for tube Hyde park places to eat and walking into centre Overall a whole lot better than we expected for the price we paid ,0.9848
7083,Henry VIII, the hotel itself was fine It was the staff that let it down ,0.2023
7084,Henry VIII, The room was perfect I could live there that s how good it was ,0.765
7085,Henry VIII, Close to Paddington Station approx 10 min walk Very nice facilities,0.4754
7086,Henry VIII, The location is great for central London but best USP is the heated indoor pool and sauna The breakfast buffet well stocked and varied catering for all tastes The staff were happy friendly and engaging ,0.9762
7087,Henry VIII, Me and my boyfriend stayed here for one night in January for shopping in London location was good if you want a cheap stay and value for money We had to walk around 15minutes from the hotel to the underground that takes you to Oxford Circus and such BE CAREFUL IF ANYONE OUTSIDE ANY UNDERGROUND STATIONS OFFERS TO TAKE YOU TO THE HOTEL OR SHOW YOU THE DIRECTION TO ANYWHERE This happened to myself and my boyfriend outside the underground on Queensway and once we realised the man was trying to take us in the complete opposite direction to where google maps was showing us and refused to go with him he ran away Overall though such a lovely stay lovely breakfast lovely swimming pool we had it all to ourselves Very helpful and lovely staff definitely reccomemed for a posh but affordable getaway ,0.9259
7088,Henry VIII, Great staff Location is perfect Breakfast was ok,0.875
7089,Henry VIII, The common areas were generally ok and the breakfast was very good and a great choice ,0.8588
7090,Henry VIII, Great Reception staff Pool and Sauna Nice bed really confortable,0.7845
7091,Henry VIII, Excellent staff very polite and helpful Breakfast was amazing ,0.8901
7092,Henry VIII, Good location Room clean and well serviced Breakfast ok ,0.836
7094,Henry VIII, Heated pool was nice Room was clean with tea and coffee,0.6705
7097,Henry VIII, The staff were friendly and helpful,0.7184
7098,Henry VIII, 63 so value for money ,0.4005
7099,Henry VIII, the small swimming pool is a comfortable temperature and deep enough to exercise in without touching the bottom plenty of choice at buffet breakfast ,0.5106
7100,Henry VIII, Liked the location liked the breakfast staff at breakfast and on reception were friendly and helpful ,0.891
7101,Henry VIII, Receptionist Bea was very helpful,0.4754
7102,Henry VIII, Staff were friendly upgraded our room as it was my birthday and left a bottle of wine nice surprise Pool was lovely room clean and super comfy Lots of choice for breakfast Would stay here again,0.9552
7103,Henry VIII, Lovely reception staff allowed us to drop off luggage early Room okay although a little on the small side Shower very hot Overall decor could do with a revamp but on the whole good stay with excellent transport links to London attractions Thanks,0.9625
7104,Henry VIII, The location,0
7105,Henry VIII, Good location nice building room was a good size staff friendly and helpful on check in,0.9274
7106,Henry VIII, The staff were helpful and well intentioned and ready to help We didn t have the most basic room and it was fine for us There was a good selection of foods for breakfast and the quality seemed good ,0.9403
7107,Henry VIII, Everything was just fine Comfortable bed and good facilities in the room Breakfast was included even though we didn t think it was We liked being so close to Hyde Park ,0.8689
7108,Henry VIII, The swimming pool and leisure facilities were very good Breakfast average The domestic staff seemed very friendly and efficient ,0.8674
7109,Henry VIII, Staff very good great hotel great location would recommend this hotel to friends Good breakfast ,0.9646
7110,Henry VIII, Location was good,0.4404
7111,Henry VIII, A very pleasant atmosphere hospitable staff and filling breakfasts ,0.5563
7112,Henry VIII, Close to Hyde park and subway Swimming pool and sauna,0
7113,Henry VIII, Very good value great location for Paddington Station and Kensington Palace Gardens Friendly staff ,0.9251
7114,Henry VIII, Location was great ,0.6249
7115,Henry VIII, Close to Paddington Station,0
7116,Henry VIII, Quiet location great swimming pool,0.6249
7117,Henry VIII, Went with my 14yr old daughter for shopping Location good for Oxford St Pool and sauna was nice to use after a long day Lots of choice for breakfast Staff helpful ,0.8176
7118,Henry VIII, Breakfast was very good Facilities where v good,0.7264
7119,Henry VIII, Location,0
7120,Henry VIII, Location Breakfast was of a good standard Staff were very helpful ,0.7178
7121,Henry VIII, We didn t have a chance to use the pool and sauna but it looked very nice The staff at reception were friendly ,0.8732
7122,Henry VIII, We only appreciate this hotel for the sweet staff and the cleaning The breakfast was ok Calm area close the Kensington park,0.8481
7123,Henry VIII, Breakfasts cater for all nationalities and tastes and was really good LOVE the pool Reception staff great,0.9261
7124,Henry VIII, Fit for purpose,0.3612
7125,Henry VIII, Loved the swimming pool which although was fairly small was lovely and warm The breakfast was included and great value with hot and cold selections Our room was very comfortable and the staff were very helpful ,0.9712
7126,Henry VIII, The staff were really friendly breakfast was good rooms clean and comfortable Really good location for central london ,0.9391
7127,Henry VIII, Staff generally polite and pleasant,0.5106
7128,Henry VIII, central location,0
7129,Henry VIII, Spacious reception,0
7130,Henry VIII, like the location and the price,0.3612
7131,Henry VIII, Staff were very friendly Fantastic breakfast The location was good very close to under ground station ,0.8826
7132,Henry VIII, Staff was good and helpful Room was clean ,0.8126
7133,Henry VIII, staff and location,0
7135,Henry VIII, Staff are very polite and helpful Swimming pool is very relaxing So warm Beds were very comfortable Lovely fresh fruit for breakfast ,0.9618
7136,Henry VIII, The choice of breakfast was excellent Room good Some areas a little run down but I am sure are being attended to Only stayed one night but was clean and comfortable ,0.9354
7137,Henry VIII, Excellent reception staff who went out of his way to print out some documents needed for a visa application Nothing was too much trouble and they were so kind helpful absolutely brilliant ,0.9265
7138,Henry VIII, Location,0
7139,Henry VIII, It was nice to have a pool but didn t have time to use it Room was clean neat and quiet ,0.8573
7141,Henry VIII, The location and peacefulness of the hotel It had a sauna and swimming pool When I asked to be changed from the original room allocated the staff did that willingly and with professionalism All staff members at the front desk were professional and helpful It was value for money and I enjoyed my stay there ,0.9169
7142,Henry VIII, Excellent location very clean and friendly staff ,0.8795
7143,Henry VIII, The location is fantastic and the hotel is such good value for money The staff are calm and helpful The hotel even has a pool Great simple buffet breakfast ,0.9524
7144,Henry VIII, The staff was very nice ,0.4754
7145,Henry VIII, correct hotel for price,0
7146,Henry VIII, The hotel was close to central London only a 5 min walk from Queensway Tube station The rooms were clean enough Reception staff were very pleasant ,0.7425
7147,Henry VIII, friendly staff ,0.4939
7148,Henry VIII, Pool and sauna are great for a bit of relaxation after a long day sightseeing or shopping and they are open until 11 pm Location perfect for Paddington station and a nice early morning walk through Hyde Park Excellent value ,0.9643
7149,Henry VIII, Location and pool,0
7150,Henry VIII, Close to Hyde Park ,0
7151,Henry VIII, Friendly staff,0.4939
7152,Henry VIII, The staff was very friendly and helpful their English wasn t always the best though For the price the hotel and facilities were good The breakfast had enough options to please most of the people The bathroom was big and had a good shower The location is very good as you have a park next to you and all transportation option are close bus metro train ,0.9684
7153,Henry VIII, Generally everything was fine Breakfast buffet is nice Location is also nice walking distance to the bus station and tube station ,0.7506
7154,Henry VIII, Location close to Paddington station ,0
7155,Henry VIII, location,0
7156,Henry VIII, The location of this hotel very close to bus stops and a short walk to tube stations make this a great place to stay and explore London,0.5423
7157,Henry VIII, Helpful friendly staff location,0.7184
7158,Henry VIII, I loved the area it was quiet and near by to all stations the girl in morning duty at reception was very helpful,0.7902
7159,Henry VIII, Location reception ,0
7160,Henry VIII, Location Staff very friendly and helpful ,0.762
7161,Henry VIII, Breakfast was good ,0.4404
7163,Henry VIII, Only stayed the one night suited us perfectly staff were very friendly and obliging Queensway central line tube station is a six minute walk away restaurants and shops nearby too Breakfast was adequate and we had a great weekend ,0.9286
7165,Henry VIII, The staff were friendly the location was great ,0.8074
7166,Henry VIII, My wife I spent a couple of nights here a hotel that I perhaps had too high expectations of being as it s situated in Bayswater W2 London The facilities were as advertised and the staff mostly Spanish were always polite Food was reasonable but nothing spectacular we only had breakfasts Our room was spacious with ample draw wardrobe space sofa tea coffee facilities en suite comfortable double bed Swimming pool was warm clean didn t use sauna ,0.8847
7167,Henry VIII, This Hotel was so bad that we checked in and checked straight out again The place was so filthy This was NOT a 4 star hotel This site won t allow me to give it less than 2 5 but it really shouldn t be even that ,0.1291
7168,Henry VIII, Friendly easy going staff ,0.7269
7170,Henry VIII, Nothing at all,0
7172,Henry VIII, The staff was great Clean hotel,0.7783
7173,Henry VIII, Location Facility Breakfast are good enough ,0.4404
7174,Henry VIII, The only thing good about my stay here was the pub across the road ,0.4404
7176,Henry VIII, Nice and clean ,0.6705
7178,Henry VIII, Basic room but good value for money Buffet style breakfast was good choice of English or continental Staff were helpful ,0.9382
7179,Henry VIII, Location staff pool,0
7180,Henry VIII, Very smslll broken equipment Staff is very friendly,0.0296
7181,Henry VIII, Location and price were excellent for London where else would you get a room with pool and sauna,0.5719
7182,Henry VIII, Breakfast was sufficient ,0
7184,Henry VIII, Location good,0.4404
7185,Henry VIII, Old fashioned,0
7186,Henry VIII, Location great value for money,0.7579
7187,Henry VIII, All the breakfast food was good,0.4404
7188,Henry VIII, Clean bedding Staff pleasant ,0.7184
7189,Henry VIII, swimming pool is clean and good for relax as well as spa center,0.8625
7191,Henry VIII, Very good breakfast ,0.4927
7192,Henry VIII, The hotel was friendly in a good location on a quiet street but within 5mins walk of Hyde Park and good value for London,0.875
7194,Henry VIII, location,0
7195,Henry VIII, It was a place to sleep and put my things Bathroom was nice ,0.4215
7196,Henry VIII, The breakfast included was nice ,0.4215
7197,Henry VIII, Buffet Breakfast was good,0.4404
7198,Henry VIII, Breakfast was decent Fresh fruits and a variety of hot and cold options,0.3182
7200,Henry VIII, Location and staff are amazing ,0.5859
7201,Henry VIII, Great location,0.6249
7202,Henry VIII, Location and indoor pool,0
7203,Henry VIII, Clean decorated decor,0.4019
7204,Henry VIII, Nothing,0
7205,Henry VIII, Nothing at allll ,0
7206,Henry VIII, Swimming pool,0
7207,Henry VIII, Great breakfast and really friendly helpful staff ,0.8927
7208,Henry VIII, Lovely room we slept really well Loved the breakfast Loved that we could leave our bag before we could check in ,0.9334
7209,Henry VIII, Comfy bedding Awesome shower ,0.6249
7210,Henry VIII, Nothing Hotel is quickly on its way down,0
7211,Henry VIII, Fantastic location,0.5574
7212,Henry VIII, Staff friendly,0.4939
7213,Henry VIII, Good choice for Breakfast Pleasant and polite staff Good central location ,0.8442
7214,Henry VIII, Toast,0
7215,Henry VIII, Staff were genuinely friendly Very helpful in offering to store luggage after checkout ,0.7425
7216,Henry VIII, Staff were helpful,0.4215
7217,Henry VIII, Good choice at breakfast and very friendly staff Really well located too ,0.831
7218,Henry VIII, Breakfast was good ish ,0.4404
7219,Henry VIII, Lovely friendly staff breakfast was fabulous,0.886
7220,Henry VIII, Everything room was nice and comfortable staff was friendly and helpful ,0.9022
7222,Henry VIII, Good bed good breakfast ,0.7003
7223,Henry VIII, Loved the breakfast Catered for everyone ,0.5994
7224,Henry VIII, Very nice swimming pool with pleasantly warm water Enjoyded it ,0.796
7225,Henry VIII, The pool was lovely and warm It s not huge but big enough to have a swim about ,0.3333
7226,Henry VIII, Pool nice and worm,0.4215
7227,Henry VIII, Brekfast and the bed was good,0.4404
7228,Henry VIII, Nice pool Friendly staff,0.7184
7229,Henry VIII, Very good breakfast the quiet district very close to Hyde Park,0.4927
7230,Henry VIII, Nice hotel with lovely staff ,0.765
7231,Henry VIII, Excellent melasian restaurant nearby ,0.5719
7232,Henry VIII, It s location staff,0
7233,Henry VIII, Nothing,0
7235,Henry VIII, Super helpful staff,0.7717
7236,Henry VIII, Nothing as complained about smell in room and no air con but was told nothing can be done,0.0075
7237,Henry VIII, Had a warm pool Dining experience for breakfast was good ,0.5859
7238,Henry VIII, Good location close to Paddington and two metro stations Very convenient price ,0.4404
7239,Henry VIII, Very friendly staff Comfortable clean beds ,0.8676
7240,Henry VIII, Great breakfast Good location and very service minded staff ,0.7906
7241,Henry VIII, Breakfast was ok,0.296
7242,Henry VIII, Rooms were tiny I know it said a small room but poky I m afraid everything else was ok Breakfast was good,0.7684
7243,Henry VIII, Convenient location Pool Breakfast included ,0
7244,Henry VIII, Location of hotel,0
7245,Henry VIII, Staff very friendly and welcome,0.7755
7246,Henry VIII, Location location location ,0
7247,Henry VIII, Location,0
7248,Henry VIII, Location,0
7249,Henry VIII, The staff were really well mannered and very helpful The breakfast was excellent with a good choice of food ,0.9019
7250,Henry VIII, super breakfast selection staff really friendly and helpful great to have a swimming pool,0.9388
7251,Henry VIII, Nothing,0
7253,Henry VIII, Location,0
7255,Henry VIII, Good value for money as breakfast was included ,0.6486
7256,Henry VIII, Very noisey room Basic room breakfast room shabby Asked for a quiet room Great location Staff friendly breakfast average,0.8074
7257,Henry VIII, Location,0
7260,Henry VIII, Room too small for two people ,0
7261,Henry VIII, Bed was very comfortable Room was clean ,0.7425
7262,Henry VIII, Very Friendly staff good breakfast Bed really comfortable ,0.882
7263,Henry VIII, Amazing service at the reception and at the restaurant ,0.5859
7264,Henry VIII, We simply enjoyed our stay Everything was excellent,0.7906
7265,Henry VIII, Staff,0
7266,Henry VIII, Fabulous location and great people ,0.8176
7268,Henry VIII, Staff very plesant and helpful Location very good ,0.7397
7270,Henry VIII, The pool was great ,0.6249
7271,Henry VIII, Location,0
7272,Henry VIII, Good location good value for money,0.802
7274,Henry VIII, The staff were very friendly and helpful The food at breakfast was plentiful fresh and tasty ,0.8341
7275,Henry VIII, Good location esxcellent breakfast good price,0.7003
7276,Henry VIII, staff,0
7278,Henry VIII, The hotel staff were very friendly and lovely The rooms were standard and served their purpose ,0.8204
7279,Henry VIII, Have stayed here many times Central location Friendly staff You know that it will be a good experience ,0.7269
7281,Henry VIII, Breakfast was great ,0.6249
7282,Henry VIII, Nothing,0
7283,Henry VIII, location,0
7284,Henry VIII, The hotel was lovely and clean quite and all the staff were very helpful It very close to Hyde Park which was lovely ,0.9245
7285,Henry VIII, Great staff location Would stay here again,0.6249
7286,Henry VIII, Pleasant Staff,0.5106
7288,Henry VIII, Clean and comfortable,0.7184
7289,Henry VIII, Good sized clean pool,0.6808
7291,Henry VIII, Nothing,0
7292,Henry VIII, Good breakfast and indoor swimming pool,0.4404
7293,Henry VIII, Location was great with lots of places to eat out at,0.6249
7294,Henry VIII, Location,0
7297,Henry VIII, Good breakfast,0.4404
7298,Henry VIII, Bed comfortable Lovely staff good breakfast plenty of choice Unfortunately didn t get time to try the pool and sauna perhaps next time ,0.8225
7299,Henry VIII, Good breakfast selection Great location ,0.7906
7300,Henry VIII, Location,0
7301,Henry VIII, Location in easy access to city staff friendly,0.7269
7303,Henry VIII, It was lovely to have free acces at the pool ans sauna,0.7964
7304,Henry VIII, Buffee style Breakfast expansive and well stocked,0.2732
7306,Henry VIII, Location was great ,0.6249
7307,Henry VIII, Decent breakfast choice ,0
7308,Henry VIII, The room and the pool,0
7309,Henry VIII, Everything,0
7311,Henry VIII, Good area and good price for central London,0.7003
7312,Henry VIII, The location and the price ,0
7313,Henry VIII, The staff were friendly and helpful The breakfast was tasty and there was good variety The location was perfect ,0.9118
7314,Henry VIII, Location,0
7316,Henry VIII, Value for money was fantastic the pool was fabulous and warm ,0.8834
7317,Henry VIII, Great staff Fantastic location Great value,0.9349
7319,Henry VIII, Lovely spacious and well decorated room fast filling deep bath lovely,0.8658
7320,Henry VIII, Friendly staff,0.4939
7321,Henry VIII, Pool and sauna,0
7323,Henry VIII, Location clean and buffet breakfast offered plenty of choice,0.4019
7324,Henry VIII, Location was great,0.6249
7325,Henry VIII, Breakfast is awesome Staff is super helpful ,0.8957
7326,Henry VIII, Clean and fresh Bedding and towels ,0.6124
7327,Henry VIII, Nice big clean room,0.6705
7329,Henry VIII, The bed was comfortable and big And not to far away from the station ,0.5106
7334,Henry VIII, Food,0
7335,Henry VIII, swimming pool warm ,0.2263
7336,Henry VIII, Location room facilities staff very helpful price,0.4754
7337,Henry VIII, excellent breakfast great choice available,0.8316
7338,Henry VIII, The staff were excellent couldn t ask for more nice clean rooms ,0.868
7340,Henry VIII, Heated indoor pool,0
7341,Henry VIII, Nothing very dirty,0.3865
7342,Henry VIII, Nice position and nice staff,0.6808
7343,Henry VIII, Fair location friendly staff,0.6705
7344,Henry VIII, Not a lot,0
7345,Henry VIII, The staff very nice,0.4754
7346,Henry VIII, Location,0
7347,Henry VIII, Cleanliness,0
7348,Henry VIII, cheap price,0
7349,Henry VIII, Friendly and efficient staff Welcoming and helpful ,0.8934
7351,Henry VIII, Near Hyde park Quiet ,0
7352,Henry VIII, Closeness to heathrow express,0
7353,Henry VIII, Very close to what we wanted to see etc ,0
7354,Henry VIII, Excellent Staff Clean spacious rooms Wonderful location Great Hotel ,0.9349
7355,Henry VIII, Room small no leg room but others ok,0.296
7356,Henry VIII, I just was happy about that location ,0.5719
7357,Henry VIII, The location was good very close to the tube and some nice restaurants ,0.6908
7358,Henry VIII, friendly helpful staff lovely accommodation lovely food ,0.9274
7359,Henry VIII, The whole experience was amazing how it was,0.5859
7360,Henry VIII, Good location,0.4404
7361,Henry VIII, Friendly staff excellent location very clean ,0.8718
7362,Henry VIII, Nice and friendly staff,0.7184
7363,Henry VIII, good location pleasant hotel,0.7351
7364,Henry VIII, Location breakfast great HALEPI Greek Restaurant nearby excellent food Swimming pool well heated large enough ,0.872
7366,Henry VIII, convenient location,0
7368,Henry VIII, Breakfast was generous,0.5106
7369,Henry VIII, Pool,0
7370,Henry VIII, Location is good,0.4404
7371,Henry VIII, Location costs about 6 in a taxi from Paddington Helpful staff on arrival and departure Very good price considering location ,0.7178
7372,Henry VIII, we felt very welcome very friendly,0.7935
7373,Henry VIII, Breakfast,0
7376,Henry VIII, Late check out and the staff were help full ,0.4019
7377,Henry VIII, Comfortable bed and quite room,0.5106
7379,Henry VIII, Location,0
7380,Henry VIII, It was a well presented hotel with very helpful staff,0.6361
7382,Henry VIII, Efficient and wide range of choices for breakfast,0.4215
7383,Henry VIII, the situation is perfect,0.5719
7384,Henry VIII, Price and location,0
