,Hotel,Review,Score
6045,Park Lane Mews Hotel, Wood work painting in my room was peeling off and gave it a slightly shabby look needs repainting,0
6046,Park Lane Mews Hotel, Uncomfortable sloping bed tiny bedroom no toothbrush or toopaste run down feel of the place wallpaper fixtures etc Needs renovating A basic Travelodge feels newer and cleaner ,-0.4767
6047,Park Lane Mews Hotel, A little compact and bijou for my taste also the price seemed to creep up on what was coincidentally the last night of the proms weekend ,0
6050,Park Lane Mews Hotel, Standard rooms are quite small and fairly basic and the bed needed updating but in this neighborhood you don t get too much for your money ,0
6051,Park Lane Mews Hotel, Room decor tired Paintwork chipped radiator not working and cover broken Staff failed to organise taxi then did not own up making various excuses ,-0.8519
6052,Park Lane Mews Hotel, Room size considering price very dirty and worn carpet in room minimal amenities tea coffee etc window sound insulation general bedroom furnishing standard In urgent need of refurbishment ,-0.5936
6053,Park Lane Mews Hotel, The TV set was old and failed to tune to most of its channels The room decor is looking tired and overdue for refurbishment I would prefer a walk in shower to the over the bath type provided ,-0.7351
6055,Park Lane Mews Hotel, everything is old no hot water bad wifi the whole hotel is old and in very bad condition this is cant be a 4 star hotel should be 2 star,-0.8588
6057,Park Lane Mews Hotel, I felt that the service was perfunctory at best The barman was unwelcoming the champagne was flat and I had to ask to get the usual crisps or olives with the glass of champagne I ordered continental breakfast which cost 17 with a 7 50 room service charge I m used to spending that for a good hotel s breakfast but it was poor One patty of Flora rather than butter and grapefruit juice made from concentrate For a Hilton Hotel on Park Lane albeit the Mews Property rather than the major hotel that is damned poor I would not stay there again An American tourist or any other tourist to the hotel would be very disappointed I also felt that had I been a man in a suit in the bar ordering champagne that the service would have been better ,-0.7086
6058,Park Lane Mews Hotel, The room keys for the entire hotel sometime work and other times they don t This caused the entire clientele to wAit at the front desk until the staff could get it fixed They tried very hard,-0.1761
6059,Park Lane Mews Hotel, No wifi within the room area moreover no enough space for bags nor for our clothes in closet further more if u don t leave your room before 1300 hrs you receive calls from reception as well as knocking door from house keeping for room cleaning and that was annoying If u have a medication needs to be kept in the fridger u have to use the hotel one beside there was no safe for your personal belonging ,-0.7654
6060,Park Lane Mews Hotel, Can t complain really I guess the only complaint would be that the rooms are quite small but you expect a basic room when paying these prices for such an affluent area of London ,-0.3291
6061,Park Lane Mews Hotel, Staff attitude Dirty Room smelling of cigarettes dirty curtains We found glasses that previous people have left asked if we could change rooms which they did however that room was even worse When we mentioned that on our departure receptionist answered Don t worry we are closing down Would never stay there again ,-0.8957
6062,Park Lane Mews Hotel, ROOM WAS SUPPOSED TO HAVE BEEN UPGRADED BUT WAS TIRED AND SMALL NO HOT WATER FOR SHOWER OR BATH DID REPORT THIS ON LEAVING,-0.7684
6065,Park Lane Mews Hotel, This hotel was definitely not up to 4 standard D cor needed revamping Also very noisy at night time at both front and back of the hotel People loitering outside until quite late talking very loudly with no consideration for others trying to sleep Traffic noise was persistent throughout the night ,-0.1918
6066,Park Lane Mews Hotel, The interior of the building is a disgrace An executive double Rm 104 cannot be true as very small with only a single chair ,-0.6738
6067,Park Lane Mews Hotel, Would suggest more attention to room repairs cleanliness in the room and bathroom,0
6069,Park Lane Mews Hotel, Hotel a little shabby cold do with all round refurb But not a deal breaker ,0
6070,Park Lane Mews Hotel, The room was filthy and very old,0
6072,Park Lane Mews Hotel, Nothing,0
6073,Park Lane Mews Hotel, Room was a little small for what was paid ,0
6074,Park Lane Mews Hotel, Was a bit dated,0
6077,Park Lane Mews Hotel, nothing except the location i would not stay again,0
6078,Park Lane Mews Hotel, The rooms were very small and dated ,0
6079,Park Lane Mews Hotel, air con so loud I had to switch it off,0
6081,Park Lane Mews Hotel, Very tired hotel,-0.4927
6082,Park Lane Mews Hotel, Nothing,0
6083,Park Lane Mews Hotel, Breakfast price,0
6085,Park Lane Mews Hotel, Air con unit not working and I asked 3 times for a fix and no assistance given ,-0.296
6086,Park Lane Mews Hotel, Air con was down till the last nite stay there for 4 nites,0
6088,Park Lane Mews Hotel, Poor in all aspects of hotel staffing facilities,-0.4767
6089,Park Lane Mews Hotel, The room was very small and old ,0
6090,Park Lane Mews Hotel, Breakfast cold and ran out of coffee overpriced and restaurant staff not very helpfull Rooms are cramped and need a makeover ,0
6091,Park Lane Mews Hotel, Sound proofing street cleaning at 4 30,0
6092,Park Lane Mews Hotel, Just no hairdryer,-0.296
6096,Park Lane Mews Hotel, Small room that needed a coat of paint with a tiny bathroom ,0
6098,Park Lane Mews Hotel, The whole hotel was dated and needs refurbishment ,0
6100,Park Lane Mews Hotel, Nothing,0
6101,Park Lane Mews Hotel, The decor is old and tired and the hotel is in need of updating ,-0.4404
6102,Park Lane Mews Hotel, A bit tatty and dated Public areas need a refurbish ,0
6104,Park Lane Mews Hotel, Decor is now looking a little tired ,-0.3832
6108,Park Lane Mews Hotel, Really needs TLC coat of paint wouldn t good a miss smelt unpleasant,-0.2023
6109,Park Lane Mews Hotel, Very Noisy vent in the bathroom Bed room rather dingy and the matress was filthy ,-0.2484
6110,Park Lane Mews Hotel, rooms too small,0
6114,Park Lane Mews Hotel, Poor reception when we checked in Some of decor rather tired ,-0.7184
6115,Park Lane Mews Hotel, Hotel is very tired no bottled water in rooms even provided and bathroom very tiny ,-0.688
6116,Park Lane Mews Hotel, In need of updating,0
6117,Park Lane Mews Hotel, The decor a little tired and could do with up dating ,-0.3832
6119,Park Lane Mews Hotel, Adjacent alley way was very littered,0
6120,Park Lane Mews Hotel, Whole of the public areas ie passages downstairs loo etc,0
6121,Park Lane Mews Hotel, Hot buffet breakfast over cooked Bed very uncomfortable,-0.4391
6122,Park Lane Mews Hotel, very outdated peeling wallpaper,0
6125,Park Lane Mews Hotel, The bed was atrocious We could feel every spring poking through Decor very tired and worn ,-0.6865
6126,Park Lane Mews Hotel, The hotel needs renovation,0
6129,Park Lane Mews Hotel, Room in need of refurbishment Several issues in the room that need attention ,0
6130,Park Lane Mews Hotel, Breakfast not included in the price ,0
6131,Park Lane Mews Hotel, The bed was a bit lumpy ,0
6132,Park Lane Mews Hotel, Nothing ,0
6135,Park Lane Mews Hotel, the rooms are dated and dirty not what i expected the room service staff were rude and the food was disgusting,-0.8519
6136,Park Lane Mews Hotel, The reception service was very poor with lots of mistakes made ,-0.7089
6137,Park Lane Mews Hotel, The room s size,0
6138,Park Lane Mews Hotel, Worst hotel ever,-0.6249
6139,Park Lane Mews Hotel, Dated tired rooms old beds However they were clean hotel is very cheap for area,-0.0516
6140,Park Lane Mews Hotel, Shower was not draining the water fast so thought it would overflow,0
6141,Park Lane Mews Hotel, Nothing,0
6142,Park Lane Mews Hotel, parking,0
6143,Park Lane Mews Hotel, The hotel needs serious renovation is very old ,-0.0772
6144,Park Lane Mews Hotel, The room was a little cramped And so was the bathroom ,0
6145,Park Lane Mews Hotel, dirty small rooms,-0.4404
6147,Park Lane Mews Hotel, WIFi was not strong in the room ,-0.4023
6148,Park Lane Mews Hotel, Poor customer service,-0.4767
6150,Park Lane Mews Hotel, Nothing,0
6151,Park Lane Mews Hotel, In desperate need of a refit Noisy at night ,-0.4588
6153,Park Lane Mews Hotel, cleanliness of the rooms carpets and furniture too old and dirty,-0.4404
6154,Park Lane Mews Hotel, breakfast a little chaotic,-0.4417
6156,Park Lane Mews Hotel, The pre authorise rules for extras such as food or bar not explained on check in,0
6157,Park Lane Mews Hotel, Parking in nearby NCP is very expensive,0
6159,Park Lane Mews Hotel, Bashed up door frame Torn wallpaper V weak wifi ,-0.5994
6162,Park Lane Mews Hotel, Very small room Breakfast waitress very sullen and uninterested Toaster not working and no alternative offered ,-0.2744
6164,Park Lane Mews Hotel, plumbing toilet difficult to flush sink slow to drain Decor a little tired,-0.6258
6166,Park Lane Mews Hotel, ROOMS ALL VERY TIRED AND IN NEED OF REFURBISHMENT ,-0.4927
6167,Park Lane Mews Hotel, NA,0
6168,Park Lane Mews Hotel, the hot water could have been hotter,0
6169,Park Lane Mews Hotel, the hot water could have been hotter,0
6170,Park Lane Mews Hotel, The shower wasn t very hot,0
6172,Park Lane Mews Hotel, Poor old small cold room with drafty window,-0.4767
6173,Park Lane Mews Hotel, No heated water,-0.296
6174,Park Lane Mews Hotel, The room was really small a very dated doesn t matchwith the price who they charge,0
6175,Park Lane Mews Hotel, No hot water in the evening or the morning Really poor,-0.6801
6177,Park Lane Mews Hotel, No hot water,-0.296
6179,Park Lane Mews Hotel, No hot water,-0.296
6181,Park Lane Mews Hotel, Small and shabby room cold,0
6182,Park Lane Mews Hotel, no wifi in rooms,-0.296
6183,Park Lane Mews Hotel, There was no hot water all weekend,-0.296
6185,Park Lane Mews Hotel, Furniture in the rooms was a a bit tatty ,0
6186,Park Lane Mews Hotel, rooms are very small and extremely dirty I felt very uncomfortable using the shower I ll never book here again ,-0.7258
6188,Park Lane Mews Hotel, No hot water several times over the stay,-0.296
6190,Park Lane Mews Hotel, Cold water cold breakfast shabby rooms,0
6193,Park Lane Mews Hotel, No hot water to shower Breakfast not hot I think the rooms need a little TLC,-0.296
6194,Park Lane Mews Hotel, Needs a bit of an update No hot water for shower or bath despite telling reception ,-0.296
6195,Park Lane Mews Hotel, No hot water from bath and broken heater,-0.6486
6197,Park Lane Mews Hotel, Chaos at breakfast not enough staff really in need of decorating and new carpets,-0.5719
6198,Park Lane Mews Hotel, The receptionist was very offhand when we arrived,0
6199,Park Lane Mews Hotel, Decor very tatty Cold in bedroom,0
6200,Park Lane Mews Hotel, they really need to renovate the hotel ,0
6201,Park Lane Mews Hotel, no hot water mouse traps in the room electrical plugs not working,-0.296
6204,Park Lane Mews Hotel, No hot water you can t even take a shower,-0.296
6207,Park Lane Mews Hotel, Breakfast,0
6208,Park Lane Mews Hotel, Room dated but clean Bed not the most comfortable could do with a new mattress ,-0.0844
6209,Park Lane Mews Hotel, Rooms in need of refurbishment,0
6210,Park Lane Mews Hotel, It needs a refurbishment but that will be reflected in the price,0
6211,Park Lane Mews Hotel, Beds need renewing very uncomfortable,-0.4391
6212,Park Lane Mews Hotel, The decor could do with a little freshening up ,0
6213,Park Lane Mews Hotel, The dated tired decor and bored staff,-0.6124
6214,Park Lane Mews Hotel, This was a number of problems with the booking which had been highlighted on the phone and in the booking This took quite a while to sort out ,-0.34
6216,Park Lane Mews Hotel, The room needs to be refreshed a bit,0
6217,Park Lane Mews Hotel, Nothing all good ,-0.3412
6218,Park Lane Mews Hotel, Shabby corridors and tired room,-0.4404
6219,Park Lane Mews Hotel, Old creeky small awful hotel ,-0.4588
6222,Park Lane Mews Hotel, Tv was a little poor outdated and didn t work very well ,-0.1063
6225,Park Lane Mews Hotel, Noise Small bed size AC was not working room 309,0
6226,Park Lane Mews Hotel, The hotel was cold as the heating system was not working and clearly had not been working for some time This hotel needs a make over,-0.3089
6227,Park Lane Mews Hotel, Not much ,0
6228,Park Lane Mews Hotel, nothing,0
6229,Park Lane Mews Hotel, Heating seemed to be faulty as air con was noisy and cold and temporary heaters were in each room,-0.4588
6230,Park Lane Mews Hotel, Needs a bit of paint ,0
6232,Park Lane Mews Hotel, the noises of the people next door was a bit disturbing I do not eat pork and there weren t many options for me for breakfast,-0.5106
6233,Park Lane Mews Hotel, The hotel or booking com taking the money out of my account twice ,0
6234,Park Lane Mews Hotel, Decor needs modernising,0
6235,Park Lane Mews Hotel, Having to wait almost 2 hours to check in to room,0
6237,Park Lane Mews Hotel, rooms are too small ,0
6239,Park Lane Mews Hotel, The whole hotel very poor Will not return,-0.5256
6240,Park Lane Mews Hotel, Decor could do with freshening up,0
6244,Park Lane Mews Hotel, Rooms and corridors are getting tired looking,-0.4404
6246,Park Lane Mews Hotel, THis hotel was very very dated The wallpaper was pealing off the walls The Beds were very uncomfortable ,-0.4391
6247,Park Lane Mews Hotel, Very poor room temp control,-0.5256
6248,Park Lane Mews Hotel, to much to wait to have a cesar salad,0
6249,Park Lane Mews Hotel, Nothing,0
6252,Park Lane Mews Hotel, Rooms and decor beyond the reception area are tired Rooms are small but then you expect this for the price and location,-0.2382
6253,Park Lane Mews Hotel, Breakfast could have been included in the price ,0
6255,Park Lane Mews Hotel, The hotel is a bit dated The bed was squeaky and uncomfortable ,-0.3818
6256,Park Lane Mews Hotel, Carpet in the room was very dirty A shame because everything else was fine ,-0.6962
6257,Park Lane Mews Hotel, Rooms are very poor and dirty,-0.762
6258,Park Lane Mews Hotel, Half size bath Poor television,-0.4767
6259,Park Lane Mews Hotel, Room was very basic Bed was basic Served its purpose,0
6260,Park Lane Mews Hotel, Rooms were horrible There was no study table in the room Lobby area wasnt nice,-0.7865
6262,Park Lane Mews Hotel, staff were rude talked about guests behind their backs Filthy rooms with hairs on bedsheets,-0.4939
6263,Park Lane Mews Hotel, Expensive breakfast we had late breakfast early lunch at the nearby places ,0
6264,Park Lane Mews Hotel, Decor a bit tired,-0.4404
6266,Park Lane Mews Hotel, Looks a little tired in side,-0.3832
6267,Park Lane Mews Hotel, Room needed a chair ,0
6268,Park Lane Mews Hotel, The place is tired and shabby definitely needs a refurb ,-0.0516
6269,Park Lane Mews Hotel, Rooms were very small,0
6271,Park Lane Mews Hotel, The decor is tired and in places tatty,-0.4404
6272,Park Lane Mews Hotel, very worn,-0.3597
6273,Park Lane Mews Hotel, Only complaint was the breakfast was cold,-0.296
6274,Park Lane Mews Hotel, w,0
6275,Park Lane Mews Hotel, Very noisy heater in Room 103 ,-0.2484
6278,Park Lane Mews Hotel, Communication not great through booking com however calling them directly was better ,-0.1012
6279,Park Lane Mews Hotel, Hotel looking tired needs to be refurbished bed uncomfortable room grubby more like 2 to 3 ,-0.4033
6280,Park Lane Mews Hotel, Room service knocked on door several times disturbing us,-0.5106
6281,Park Lane Mews Hotel, Small room and very noisy as was right by lift and bin men outside woke us up at 6am ,-0.2484
6282,Park Lane Mews Hotel, d cor a bit tired in places Twin beds weren t available on arrival had to change room ,-0.4404
6284,Park Lane Mews Hotel, Room decor was very tatty The hotel needs serious renovation for the money being charged ,-0.2732
6285,Park Lane Mews Hotel, Double room very small in need of a makeover,0
6288,Park Lane Mews Hotel, Awful old and got charged twice Staff unhelpful and didn t know what they were doing Dirty room and very small ,-0.7717
6289,Park Lane Mews Hotel, everything else,0
6290,Park Lane Mews Hotel, Dated hotel with very small uncomfortable bed ,-0.4364
6291,Park Lane Mews Hotel, Dated not a penny spent on maintenance in recent years ,0
6292,Park Lane Mews Hotel, Room very small,0
6293,Park Lane Mews Hotel, Service room not comfotable,0
6294,Park Lane Mews Hotel, small bathroom shabby room and average breakfast ,0
6295,Park Lane Mews Hotel, Very old decoration fourniture The phone was not working The bed confort is not acceptable,-0.2411
6297,Park Lane Mews Hotel, Not very attentive staff at least I dealt with ,0
6298,Park Lane Mews Hotel, Dining room not big enough Had to wait for a place at breakfast,0
6299,Park Lane Mews Hotel, Price of breakfast,0
6300,Park Lane Mews Hotel, The stains on the curtain headboard walls ,0
6302,Park Lane Mews Hotel, Way too expensive for what it is Very poor conditions ,-0.5256
6303,Park Lane Mews Hotel, POOR ROOMS AND SERVICE,-0.4767
6304,Park Lane Mews Hotel, Decor,0
6306,Park Lane Mews Hotel, The mattress on our bed was very soft and saggy ,0
6307,Park Lane Mews Hotel, Found the shower difficult to operate ,-0.3612
6308,Park Lane Mews Hotel, Beginning to show its age ,0
6309,Park Lane Mews Hotel, Sad breakfast eggs over cooked overlong on buffet,-0.4767
6313,Park Lane Mews Hotel, Hotel is beginning to show its age and rooms are small,0
6314,Park Lane Mews Hotel, Clean very very bad,-0.3338
6315,Park Lane Mews Hotel, Nothing,0
6316,Park Lane Mews Hotel, Some staff not friendly,-0.3875
6317,Park Lane Mews Hotel, Very small room and bathroom for an Executive double Poor d cor in need of refurbishment ,-0.4767
6318,Park Lane Mews Hotel, Everything,0
6319,Park Lane Mews Hotel, A little dated ,0
6320,Park Lane Mews Hotel, Filthy,0
6322,Park Lane Mews Hotel, room was old tired curtains falling off tiny poor,-0.765
6323,Park Lane Mews Hotel, Everything,0
6327,Park Lane Mews Hotel, Sleepy run down hotel Worst value for money,-0.4019
6331,Park Lane Mews Hotel, Room dated and in need of upgrade ,0
6332,Park Lane Mews Hotel, Price of breakfast Alittle over priced ,0
6333,Park Lane Mews Hotel, They required a 50 deposit incase we broke something which was strange to me but they gave it back at the end so just a little weird,-0.4424
6334,Park Lane Mews Hotel, Dirty staffs no smile AC was crazy,-0.7514
6335,Park Lane Mews Hotel, Quite,0
6337,Park Lane Mews Hotel, Bed mattress Doors lot s of scrashes wall paper v old carpets worn out,-0.296
6338,Park Lane Mews Hotel, See above,0
6340,Park Lane Mews Hotel, Everything other than location,0
6341,Park Lane Mews Hotel, Really old dated hotel smallest double bed ,0
6342,Park Lane Mews Hotel, TV did not function for the stay Bathroom door handle broken Air conditioning very noisy ,-0.624
6343,Park Lane Mews Hotel, meals and drinks very expensive,0
6346,Park Lane Mews Hotel, Seriously needs an internal overall Delux bedrooms were in need of a serious refurbish,-0.25
6347,Park Lane Mews Hotel, Shabby rooms ,0
6349,Park Lane Mews Hotel, Breakfast not included Air conditioning was awkwardly installed in an already small room ,-0.3182
6350,Park Lane Mews Hotel, Standard double room very tired Paper hanging off walls soft furnishing frayed,-0.4927
6352,Park Lane Mews Hotel, Almost every thing,0
6353,Park Lane Mews Hotel, Air conditioning is not adequate Also noise from street level early morning ,-0.1695
6357,Park Lane Mews Hotel, Could not stay longer,0
6358,Park Lane Mews Hotel, The heater was not working and during the night was very cold ,0
6359,Park Lane Mews Hotel, Breakfast was a little disappointing staff not very friendly and helpful,-0.3996
6360,Park Lane Mews Hotel, The staff are aggressive and rude The room is too small The service is bad The bed isn t comfortable at all,-0.5859
6363,Park Lane Mews Hotel, Room was tacky and poor Desperate in need of an update Certainly not worth anywhere near the price charged ,-0.6669
6364,Park Lane Mews Hotel, Slightly old appearance ,0
6366,Park Lane Mews Hotel, Nothing,0
6367,Park Lane Mews Hotel, A C not working in the hottest summer on record ,0
6368,Park Lane Mews Hotel, The room was too hot needs airconditioning No hot water boiler broken,-0.6486
6369,Park Lane Mews Hotel, The staff was very uncooperative We needed to modify the reservation and they refused eventhough booking com tried everything to make it happen,-0.296
6370,Park Lane Mews Hotel, Sirloin steak on the menu was a minute steak not great ,-0.5096
6371,Park Lane Mews Hotel, Could do with being updated Rooms were a bit small ,0
6372,Park Lane Mews Hotel, Everything,0
6373,Park Lane Mews Hotel, very noisy airco in my room with only 2 options on or off small room very small desk in room,-0.2484
6375,Park Lane Mews Hotel, The worst 4 star hotel I ever been to Room very small bed was small no minibar air conditioning didn t work Very poor hotel ,-0.8655
6377,Park Lane Mews Hotel, lack of ventilation in room aircon unit too noisy to use pillows flat ,-0.4588
6378,Park Lane Mews Hotel, Room was dated poor view,-0.4767
6379,Park Lane Mews Hotel, The WiFi is very poor at the room,-0.5256
6380,Park Lane Mews Hotel, The room was incredibly small Maybe 15 x 6 ,0
6381,Park Lane Mews Hotel, rooms are very small and d cor a bit tired,-0.4404
6383,Park Lane Mews Hotel, room very dated blind broken Small room,-0.7463
6384,Park Lane Mews Hotel, Nothing ,0
6385,Park Lane Mews Hotel, Very small room with very little space for luggage Double room not spacious enough for two ,0
6386,Park Lane Mews Hotel, tiny bed,0
6388,Park Lane Mews Hotel, Very tired eg ageing ripped wallpaper Small old fashioned bathroom Spluttering plumbing ,-0.4927
6389,Park Lane Mews Hotel, Room was small and bed was hard and lumpy,-0.1027
6390,Park Lane Mews Hotel, Challenge to open the window poor quality hairdryer,-0.4215
6392,Park Lane Mews Hotel, thought the service at breakfast was appalling,-0.3612
6394,Park Lane Mews Hotel, The room was tiny,0
6396,Park Lane Mews Hotel, Small room,0
6398,Park Lane Mews Hotel, Facilities are too old and the carpet looks not clean,-0.3089
6399,Park Lane Mews Hotel, Rooms are very small and congested ,0
6401,Park Lane Mews Hotel, Furnishings were a bit shabby and a very small room ,0
6405,Park Lane Mews Hotel, Nothing,0
6406,Park Lane Mews Hotel, Room was small and bed shouldn t be against wall ,0
6408,Park Lane Mews Hotel, room was very small and hotel needs redecorating,0
6409,Park Lane Mews Hotel, Hot water selector not working properly too hard to turn water on ,-0.1027
6411,Park Lane Mews Hotel, Inside the hotel could do with complete redecorateing and new furniture ,0
6413,Park Lane Mews Hotel, Hotel is in need of refurbishment room was very small and bed was uncomfortable ,-0.3818
6414,Park Lane Mews Hotel, Ac was very noisy,-0.2484
6415,Park Lane Mews Hotel, Staff not helpful no one attending the bar area no one helped us with our baggage Generally overall useless,-0.6645
6416,Park Lane Mews Hotel, No decaf tea ,-0.296
6417,Park Lane Mews Hotel, The coffee,0
6419,Park Lane Mews Hotel, the room was very small indeed and the tv position was a neck breaker ,0
6421,Park Lane Mews Hotel, Old and dreary,-0.34
6423,Park Lane Mews Hotel, Standard room is small,0
6425,Park Lane Mews Hotel, No one on duty at Reception for 5 minutes when checking in hot food at breakfast was cold ,-0.296
6426,Park Lane Mews Hotel, Small toilet,0
6427,Park Lane Mews Hotel, Needs refurb,0
6428,Park Lane Mews Hotel, I was checked twice by breakfast with a clear distrust of the hotel staff ,-0.0516
6430,Park Lane Mews Hotel, The hotel feels tired and needs a makeover,-0.4404
6432,Park Lane Mews Hotel, A serious upgrade is needed very dilapidated,-0.0772
6434,Park Lane Mews Hotel, Room needed decorating threadbare chair in room breakfast not very hot ,0
6435,Park Lane Mews Hotel, Could do with a lick of paint ,0
6436,Park Lane Mews Hotel, Poor quality bread,-0.4767
6437,Park Lane Mews Hotel, Nothing,0
6438,Park Lane Mews Hotel, Small rooms,0
6441,Park Lane Mews Hotel, It s a little bit run down and was a bit noisy with deliveries outside on the first morning ,-0.1779
6442,Park Lane Mews Hotel, Reception needs decorating some of the bathrooms need upgrading ,0
6443,Park Lane Mews Hotel, internet very poor in the room and in the lobby practically unusable everything is quite old,-0.5095
6446,Park Lane Mews Hotel, Room to be a little larger ensuite very small,0
6447,Park Lane Mews Hotel, Kept waiting to check in for 20 minutes due to lack of staff Very wobbly bed felt like it was about to collapse,-0.4588
6450,Park Lane Mews Hotel, Wifi in room,0
6451,Park Lane Mews Hotel, Rooms a little tired,-0.3832
6452,Park Lane Mews Hotel, Hotel is looking a bit tired our third stay now needs some tlc,-0.4404
6454,Park Lane Mews Hotel, Nothing,0
6455,Park Lane Mews Hotel, Price was high for us,0
6456,Park Lane Mews Hotel, Noisy outside in the night and bed a little uncomfortable,-0.4601
6457,Park Lane Mews Hotel, Queuing for breakfast and how hot the breakfast room was ,0
6458,Park Lane Mews Hotel, Service was basic in all aspects Wifi was bad ,-0.5423
6459,Park Lane Mews Hotel, Bit busy at breakfast Don t go between 0800 and 0900 ,0
6463,Park Lane Mews Hotel, Nothing,0
6464,Park Lane Mews Hotel, Dining room to small had to sitin reception area to eat breakfast on low sofa not ideal,-0.5962
6468,Park Lane Mews Hotel, The interiors very tired not portrayed on the images,-0.4927
6470,Park Lane Mews Hotel, Carpet dirty,-0.4404
6471,Park Lane Mews Hotel, Hard mattress tired decor,-0.5106
6472,Park Lane Mews Hotel, Breakfast was a bit chaotic,-0.4939
6474,Park Lane Mews Hotel, Nothing it was great ,-0.5096
6476,Park Lane Mews Hotel, No wardrobe Shower control faulty,-0.5423
6477,Park Lane Mews Hotel, Complicated and drawn out booking process for group bookings Very old payment system ,0
6478,Park Lane Mews Hotel, Staff were friendly but not particularly engaging,-0.1972
6479,Park Lane Mews Hotel, Nothing,0
6480,Park Lane Mews Hotel, Room size small ,0
6481,Park Lane Mews Hotel, Nothing at the price,0
6482,Park Lane Mews Hotel, Beds are smsll,0
6483,Park Lane Mews Hotel, room tight flushing weak,-0.4404
6484,Park Lane Mews Hotel, Rooms are really dated haven t seen any renovations in years ,0
6485,Park Lane Mews Hotel, Room is small and dated ,0
6487,Park Lane Mews Hotel, Heating in room wasn t working,0
6488,Park Lane Mews Hotel, Hotel is very tired,-0.4927
6490,Park Lane Mews Hotel, Paper lose on walls doors and skirting badly scuffed and damaged trouser press hanging off wall and not working ,-0.8271
6491,Park Lane Mews Hotel, people coming in at 4 in the morning making a lot of noise and waking us up bit staff can not do any thing about this,0
6492,Park Lane Mews Hotel, Room tatty ,0
6495,Park Lane Mews Hotel, No internet in the room,-0.296
6496,Park Lane Mews Hotel, Cleanliness and Service,0
6499,Park Lane Mews Hotel, Hotel is in Dire need of upgrading in every area except the outside front ,-0.4588
6500,Park Lane Mews Hotel, Room is small and grubby in places,0
6501,Park Lane Mews Hotel, Hotel decor tired flaky paintwork and main lounge sette could do with a clean,-0.0516
6502,Park Lane Mews Hotel, It was a bit pricey,0
6503,Park Lane Mews Hotel, Sunday breakfast was a little busy but hardly the end of the world ,0
6504,Park Lane Mews Hotel, Rooms are a bit tired and warn Restaurant and bar was very expensive ,-0.5106
6507,Park Lane Mews Hotel, rooms were way too hot rooms are very small,0
6508,Park Lane Mews Hotel, cost but then it is London,0
6511,Park Lane Mews Hotel, Hotel was tatty Shower was not very hot,0
6514,Park Lane Mews Hotel, breakfast was included however not enough space to seat everyone staff very rude and impolite ,-0.7316
6515,Park Lane Mews Hotel, I had to be moved due to noise from the room next door at 4 00 in the afternoon Also there was hair in the bath plug ,0
6516,Park Lane Mews Hotel, Noise from road evening meal not brilliant ,-0.4717
6517,Park Lane Mews Hotel, None ,0
6518,Park Lane Mews Hotel, Nothing,0
6520,Park Lane Mews Hotel, heating system with old radiator,0
6522,Park Lane Mews Hotel, TV didn t work BBC1 was unavailable ,0
6523,Park Lane Mews Hotel, Old and untidy,0
6524,Park Lane Mews Hotel, The bathroom was very small and in general the rooms are looking a bit tired ,-0.4404
6525,Park Lane Mews Hotel, Lot of outside street noise during night Breakfast the same every morning ,0
6527,Park Lane Mews Hotel, The room was very cold and I was unable to use the electrical sockets because they were so close to the furniture ,0
6528,Park Lane Mews Hotel, Room decoration and furnishings a little tired looking ,-0.3832
6529,Park Lane Mews Hotel, N A,0
6530,Park Lane Mews Hotel, Dated rooms and decor spoilt the overall feel of the establishment,0
6532,Park Lane Mews Hotel, Reception queried 3 times whether I had prepaid for breakfast on arrival ,0
6533,Park Lane Mews Hotel, Room a bit small Hot water and drainaway not functioning properly,0
6534,Park Lane Mews Hotel, Dated interior took ages to get hot water the room heater was playing up so struggled to heat the room,-0.2247
6535,Park Lane Mews Hotel, Facilities look very old Has not been changed in a while,0
6537,Park Lane Mews Hotel, 2 single beds pushed together,0
6538,Park Lane Mews Hotel, Very tired hot water took long time to work Ignored by staff at check in ,-0.6697
6539,Park Lane Mews Hotel, Not cheap,0
6543,Park Lane Mews Hotel, not that great compared to other 3 stars,-0.5096
6544,Park Lane Mews Hotel, Very old style rooms Not reflective of online pictures ,0
6545,Park Lane Mews Hotel, Very smal rooms,0
6547,Park Lane Mews Hotel, An awful room very dark shabby and dated furniture not very clean at all,-0.6678
6548,Park Lane Mews Hotel, Rooms were small and need refurbishment,0
6551,Park Lane Mews Hotel, Room bit too small,0
6553,Park Lane Mews Hotel, Tiny room in desperate need of refurb lick of paint Needs new mattresses it was the worst I ve ever layed on ,-0.7506
6554,Park Lane Mews Hotel, None,0
6557,Park Lane Mews Hotel, I thought the room was in a bad state of repair and well below that expected ,-0.34
6561,Park Lane Mews Hotel, Not enough staff on at breakfast blind shabby in room portable radiator in bedroom as a result a sore toe ,-0.6369
6562,Park Lane Mews Hotel, Very dated hotel,0
6563,Park Lane Mews Hotel, Lack of ironing facilities Asked for iron to be delivered to room on check in and it never arrived ,-0.3182
6566,Park Lane Mews Hotel, decor tired room a littel sparse,-0.4404
6567,Park Lane Mews Hotel, Cleanliness and not soundproff so noisy from outside,-0.3052
6569,Park Lane Mews Hotel, wifi not available in rooms heaters not strong enough for the cold,-0.4023
6570,Park Lane Mews Hotel, A stained sofa in the lounge area next to reception ,0
6572,Park Lane Mews Hotel, Unsafe rooms ,0
