Hotel_Name,Positive_Review
NH Carlton Amsterdam, Location was ok 
NH Carlton Amsterdam, Great location Clean
NH Carlton Amsterdam, The bed was really comfortable and the room was fine for what we needed for our stay Clean bathroom and bedroom although small You hardly spend anytime in the room anyway so I can t complain Location was spot on easily walk to any location 
NH Carlton Amsterdam, the location
NH Carlton Amsterdam, This is my third times staying at the NH Carlton Hotel location and ease of publc transportation is my priority why I like NH Carlton Hotel Amsterdam Besides the reception staff was helpfull most of the hotel staff also kind and responsive I checked in on April 27 morning and right away I got my room doesn t need to wait until 14 00 noon stayed for 6 nights and enjoyed very much 
NH Carlton Amsterdam, Location was fantastic
NH Carlton Amsterdam, Location
NH Carlton Amsterdam, Good location comfortable room property easy to get to using public transport from the airport
NH Carlton Amsterdam, Employees were doing their best The condition of room 529 that I stayed was awful the sink was broken the hose of the shower was broken and water was leaking the room was cold I am a world traveler and I have never seen any Carlton Hotel in the world in a condition of maintenance as bad as the one in Amsterdam 
NH Carlton Amsterdam, Nice staff Great breakfast
NH Carlton Amsterdam, Location was great
NH Carlton Amsterdam, Ter marsche burger bar downstairs Really handy location but roadworks outside made getting in and out of hotel very tricky 
NH Carlton Amsterdam,No Positive
NH Carlton Amsterdam, The hotel location only
NH Carlton Amsterdam, I liked the service provided during the check out 
NH Carlton Amsterdam, We couldnt get anywheree near the hotel by car all access roads closed staff finally admitted this and stopped guiding us in Car park Non existent Farcical 
NH Carlton Amsterdam, Breakfast great Fresh fruit pancakes and good choice of pastries Staff friendly Good central location Walking distance to bars restaurants and shops 
NH Carlton Amsterdam, The staff were very friendly and helpful they provided a city map and directions to the most popular landmarks in the city The breakfast at the property was amazing offering meats cheeses eggs bacon sausage and a large assortment of breads fruits coffees and juices The property is located in the heart of the city with easy access to all of the landmarks 
NH Carlton Amsterdam, the location was perfect in every way near to the train station to all major shops to nighltife The bed to our standards was huge and comfy 
NH Carlton Amsterdam, Location and Breakfast 
NH Carlton Amsterdam, Hotel was bright and clean Bed was extremely comfortable Bathroom was clean with a good size bath and a powerful shower Wonderful large breakfast room with lots of Windows and very high ornate ceiling Breakfast was very nice but if not included in my opinion pricey 
NH Carlton Amsterdam, Its in the center you can walk around and find variety of restaurants and shops Just beside the flower market 
NH Carlton Amsterdam, The location was absolutely amazing you can walk everywhere It was nice and clean and we got a balcony which was perfect 
NH Carlton Amsterdam, We were Upgraded room 609 6th floor Growns were nice touch good shower plenty of room in the bathroom and room
NH Carlton Amsterdam, Staff very welcoming pleasant and helpful Had a small issue with our room and no problem to change Lovely hotel great location would definitely stay again 
NH Carlton Amsterdam, Great location close to the tram that will take you everywhere Room was just fine on the 6th floor with view to the city Breakfast everything you need to start your day The crew were great realy helpful with every question we had You have everthing around you market for groceries restaurants but hey Amsterdam made for bicycles and legs that will take you where ever you want The hotel is a little bit old and you can see it intje lobby and in the rooms 
NH Carlton Amsterdam,No Positive
NH Carlton Amsterdam, The bed
NH Carlton Amsterdam, Breakfast was excellent
NH Carlton Amsterdam, The location and the upgrade we received from nh Carlton to nh Collection 
NH Carlton Amsterdam, The location is great The view from the balcony was also enjoyable 
NH Carlton Amsterdam, service brilliant room a little weird we had an extra bed and it wasn t quite as warm as we d have liked but overall a good hotel in a great location 
NH Carlton Amsterdam, Just the location
NH Carlton Amsterdam, Absolutely nothing and full complaint to follow 
NH Carlton Amsterdam, Ideally situated for my stay Open and airy reception area Breakfast room pleasant 
NH Carlton Amsterdam, The Breakfast was lovely top marks to the chef Staff in breakfast room could be more friendly rather stiff The chef was very jolly and talked to hotel guests 
NH Carlton Amsterdam, Received an upgrade to a room with a view fab Exceptionally friendly staff especially Pavia who checked us in Gift and note in room with birthday wishes 
NH Carlton Amsterdam, nice big room with a window for fresh air
NH Carlton Amsterdam, Staff were very helpful and friendly and it s a excellent location and a fabulous breakfast keep up the great work would book into hotel again when we return to Amsterdam and will tell friends and family
NH Carlton Amsterdam, Location staff and felt safe etc
NH Carlton Amsterdam, We ve stayed here before the reason we stay is for location only Love it s central location 
NH Carlton Amsterdam, The location was not amazing but it was quite convenient and close to the touristic attractions The room where the breakfast is served is just beautiful with a great view 
NH Carlton Amsterdam, The room was excellent The staff fantastic Best hotel I have been in 
NH Carlton Amsterdam, We did not eat at this hotel as it was bed only no breakfast or evening meal
NH Carlton Amsterdam, The location was excellent and the staff were very friendly and helpful 
NH Carlton Amsterdam, Perfect location for exploring the city within walking distance of museums Heineken experience restaurants and bars couldnt have asked for better location 
NH Carlton Amsterdam, The staff were very friendly and helpful
NH Carlton Amsterdam, This was our 3rd visit to this hotel on arrival asked for a cheeky upgrade They upgraded us to a wonderful room double bathroom kingsize bed full length window of the room We never ate in the restaurant but it always looked busy 
NH Carlton Amsterdam, Good location Kettle and tee coffee set in the room Nice shower gel and body lotion
NH Carlton Amsterdam, Great location just 15 minutes walk way from railway station museums Some fast food for vegan also restaurants are near the hotel 
NH Carlton Amsterdam, Good breakfast
NH Carlton Amsterdam, The geographical situation
NH Carlton Amsterdam, Staff are courteous and tried to help the very problem we encountered
NH Carlton Amsterdam, Breakfast is really good 
NH Carlton Amsterdam, Comfortable clean rooms and good location 
NH Carlton Amsterdam, The location was good Staff were friendly and very helpful
NH Carlton Amsterdam, Very good overall i like that it was situated in the heard of amsterdam and everything was almost walking distance 
NH Carlton Amsterdam, The shower and the excellent breakfast
NH Carlton Amsterdam, The location is the only thing which was good about this hotel Inner yard oriented room so it was quiet 
NH Carlton Amsterdam, Big comfortable bed and great location 
NH Carlton Amsterdam, The location of the hotel was great Everything is walking distance So central The staff on the front desk were pleasant 
NH Carlton Amsterdam, The hotel was located in the center of the city 
NH Carlton Amsterdam, I like the staff at the front desk especially Mike who was very friendly and helpful The location is excellent It is within walking distance to many interesting places and shopping areas Next to the famous flower market and close to many quaint cozy cafes and affordable restaurants too 
NH Carlton Amsterdam,No Positive
NH Carlton Amsterdam, Location
NH Carlton Amsterdam, Room was clean and tidy Very comfy bed Had an amazing view from 3rd floor Balcony overlooking the amazing awesome Amsterdam sites tea and coffee in room too good value for money hotel in good location Just 20 mins walk from train station and everything was close by Red light district is an eye opener Warm waffles topped with so much toppings are a must They are to die for Look around though if you pop into any supermarkets as some don t put any prices and you end up paying 7 euros for a small bottle water and bag of crisps ridiculous Watch out for the bikes lol not much traffic which is nice but the bikes are everywhere and just come out of nowhere Think they have 1st priority over everything lol oh and if you re trying to find the IAMSTERDAM block as we were it s next to the van gogh museum which is worth a visit too take an hour canal ride too Didn t cost much and was very pleasant We only stayed for 3 nights and couldn t fit in all we wanted to do would love to go back but in warmer months as it was cold and had sleet on last day brrrr 
NH Carlton Amsterdam, I booked the trip as it was my boyfriends 30th birthday I booked a standard room but emailed the hotel to ask if they could do something special with it explained it was my boyfriends 30th I just thought we d get a complimentary bottle of wine or something along those lines When we arrived the hotel had upgraded our room free of charge to a superior room which had a small balcony with an amazing view the room was perfect the bed was extremely comfy Also when we arrived back to the hotel room later that night we had a bottle of wine a plate of goodies waiting for us to with a card wishing my boyfriend a happy birthday It was excellent Would definitely recommend 
NH Carlton Amsterdam, The location
NH Carlton Amsterdam, I liked the location of he hotel and the size of the rooms and ofcourse balconi
NH Carlton Amsterdam, The location of the hotel was perfect Very central It was comfortable spotlessly clean and the staff were pleasant and helpful As with all hotels they bumped up their prices as it was New Year but overall comparatively good value for money Would certainly stay again 
NH Carlton Amsterdam, Good location environment around balcony view good breakfast are all the pluses 
NH Carlton Amsterdam, Location staff very friendly and helpful Room was very comfortable 
NH Carlton Amsterdam, I loved the location of the hotel and how helpful and friendly the staff were Everyone tried to help as they could and made me feel at home 
NH Carlton Amsterdam, Pleasent from the outside and reception Staff are very helpful 
NH Carlton Amsterdam, Location was amazing So close to all tourist attractions restaurants and shopping areas 
NH Carlton Amsterdam, Stayed here before its a great hotel and location
NH Carlton Amsterdam, The location was fantastic walking distance from everything couldn t get better 
NH Carlton Amsterdam, The staff were very friendly and helpful The location is excellent in the centre of Amsterdam everywhere can be reached by foot The breakfast buffet was everything Excellent experience we will definitely visit again 
NH Carlton Amsterdam, Staff extremely helpful and friendly Fantastic location in centre of Amsterdam 
NH Carlton Amsterdam, It had a balcony
NH Carlton Amsterdam, The location is great The view from my room is fantastic The staff very helpful and professional Room very comfortable I really enjoyed staying in this hotel and will very likely stay again 
NH Carlton Amsterdam, The customer service was excellent and friendly staff Clean big and nice bathrooms Excellent breakfast Very central location 
NH Carlton Amsterdam, The hotel was based in a good location quite centre to the whole of Amsterdam
NH Carlton Amsterdam, Staff were very courteous helpful in fact Breakfast spread was above average Location was great for me 
NH Carlton Amsterdam, Location is excellent Public areas are as shown in photos but the bedrooms are not up to the standard shown in the images 
NH Carlton Amsterdam, The mattresses were very comfortable however for a large double they gave us two single duvets 
NH Carlton Amsterdam, The location is very central the bed was comfortable the view was nice had a sixth floor standard room with a terrace 
NH Carlton Amsterdam, Great location and the view from the balcony of my room on 7 th floor
NH Carlton Amsterdam, Amazing breakfast with great variety of food location in the city center very friendly staff nice welcome gift comfortable bed well equiped bathroom with all the nesessary things like shampoo and soap fantastic view from the balcony 7th floor 
NH Carlton Amsterdam,No Positive
NH Carlton Amsterdam,No Positive
NH Carlton Amsterdam, The bed was spacious but hard For me it was okay but not my girlfriend 
NH Carlton Amsterdam, The location was perfect and our upgraded room was very spacious and had a beautiful view The hotel was nice enough to upgrade us to the biggest room available for free when they made a mistake on our booking They charged a cancellable booking in advance when they should not have 
NH Carlton Amsterdam, Good breakfast
NH Carlton Amsterdam, The central location is the hotels main asset close to and within walking distance of most of the city s main attractions and is a great place to base yourself for sightseeing It is a clean comfortable hotel situated next to the excellent flower market and is also surrounded by all types of restaurants to suit all tastes Would I book this hotel again most definitely 
NH Carlton Amsterdam,No Positive
NH Carlton Amsterdam, Found this hotel very very poor unclean rooms cracked sink in bathroom up graded our room this is what we got very disappointed would not recommend this hotel to any one
NH Carlton Amsterdam, Large Room Decent Breakfast
NH Carlton Amsterdam, Location was good 
NH Carlton Amsterdam, Loved the receptionist who checked me in and out Amazing service and can do attitude Good bed too 
NH Carlton Amsterdam, The hotel is in a perfect location 
NH Carlton Amsterdam, Location and late check out
NH Carlton Amsterdam, The staf were very friendly The location of the hotel was great 
NH Carlton Amsterdam, Bed was comfortable and room clean Staff lovely and helpful 
NH Carlton Amsterdam, The room was OK but outdated for the price Location was good but a good walk to any bars The barman was really friendly and helpfull
NH Carlton Amsterdam, Very central location close to everything 
NH Carlton Amsterdam, Only the location 
NH Carlton Amsterdam, Great location within easy access of all landmarks and tram only 2 minute walk in Rembrandt Square Good bar and restaurant in hotel and breakfast was large and varied 
NH Carlton Amsterdam, Manager who helped us with our complaint was helpful
NH Carlton Amsterdam, We were given a bottle of prosecco strawberries and chocolate for my husbands birthday brought to the room compliments of the Hotel 
NH Carlton Amsterdam, Perfect location central to everything Great staff very accommodating and welcoming Lovely clean facility 
NH Carlton Amsterdam, Location was good
NH Carlton Amsterdam, Location of the hotel 
NH Carlton Amsterdam, This being my 5th time in Amsterdam first time staying at the NH Carlton and it was just a lovely experience Location is amazing flowers market room was spacious and clean Nothing to complain about 
NH Carlton Amsterdam,No Positive
NH Carlton Amsterdam, I requested to change room and it was done immediately 
NH Carlton Amsterdam, The hotel is an excellent location when you are visiting Amsterdam The staff was friendly and courteous They have a great buffet breakfast if you are very hungry 
NH Carlton Amsterdam,No Positive
NH Carlton Amsterdam, The breakfast buffet was quite nice 
NH Carlton Amsterdam, Location was good
NH Carlton Amsterdam, The breakfast was excellent The second night we were moved to room 108 as I use a wheelchair and needed a proper bathroom That was very good but the matress was very lumpy 
NH Carlton Amsterdam, Very comfy bed and overall good location but was noisy because of where it was
NH Carlton Amsterdam, They upgraded us to a deluxe room because the original room they put us in smelled of smoke The upgraded room was really nice 
NH Carlton Amsterdam, Location clean great view helpful front desk We had a drink in hotel lobby and asked for a dinner recommendation Excellent suggestion made for our restaurant choice In addition the front desk was great in wake up call taxis and directions 
NH Carlton Amsterdam, Fantastic Location very nice staff Good breakfast comfortable beds very clean Location Location Location Perfect
NH Carlton Amsterdam,No Positive
NH Carlton Amsterdam, This hotel is located in the heart of Amsterdam so basically all attractions are within walking distance The flower market at Singel and several restaurants and bars are just around the corner The room was clean and the bed comfortable The staff were friendly There is free WiFi The burger bar on the ground floor offers nice food 
NH Carlton Amsterdam, Lovely room and great view looking out onto flower market and canal Very big room 
NH Carlton Amsterdam, Location
NH Carlton Amsterdam, The location was excellent Most of the staff were very friendly and helpful New staff being trained on the front desk were more pleasant and helpful than those doing the training as the latter thought they were above the new ones Not a good attitude Breakfast was of a high standard 
NH Carlton Amsterdam, Location was very good 
NH Carlton Amsterdam, Location was good
NH Carlton Amsterdam, Spacious quiet room comfy bed
NH Carlton Amsterdam, The location and staff were both fantastic The breakfast was also really good 
NH Carlton Amsterdam, Only the location 
NH Carlton Amsterdam,No Positive
NH Carlton Amsterdam,No Positive
NH Carlton Amsterdam, This place was just south of the city center I loved its location was walkable right next to many shops and restaurants What was even better was at night the neighborhood was relatively quiet but it was a short walk to all the nightlife Amsterdam has to offer Also they lock the doors after hours and you have to be buzzed in so it was nice knowing they have extra security 
NH Carlton Amsterdam, The location is perfect 
NH Carlton Amsterdam, It had AC as the weather was very hot the breakfast was excellent It is centrally located next to the Amsterdam Flower Market can walk to just about anywhere in central Amsterdam Lots of restaurants all around 
NH Carlton Amsterdam, It was central to everything 
NH Carlton Amsterdam, Central location
NH Carlton Amsterdam, Once I complained about all the issue I had with my room Then steps were taken to solve the issues which I appreciated Because of this I decided to come back to the Hotel On my return from London the asst Manager gave me a special room at a great price and that made me feel special 
NH Carlton Amsterdam,No Positive
NH Carlton Amsterdam, Found the bed comfortable Continental breakfast suitable for all nationalities Lifts to all floors Clean towels everyday
NH Carlton Amsterdam, Location in the heart of things
NH Carlton Amsterdam, Staff were extremely friendly and helpful big shout out to Juiliette and made us feel welcome and at home The room was wonderful and a great Breakfast 
NH Carlton Amsterdam, The location was perfect 
NH Carlton Amsterdam, The location was good Very central to many good restaurants bars and shopping streets Public transport was easily accessible Several sites in the city are easily reachable from the area 
NH Carlton Amsterdam, Breakfast was great
NH Carlton Amsterdam, The reception staff were very friendly and helpful 
NH Carlton Amsterdam, 1 Excellent breakfast 2 At check out when I complained to management about their inept reception on our arrival they dealt with the situation professionally 
NH Carlton Amsterdam,No Positive
NH Carlton Amsterdam, The location was good Staff were friendly 
NH Carlton Amsterdam, Location
NH Carlton Amsterdam, Room was a little smaller than expected but was still comfortable we loved it Especially the view from the terrace and how comfortable he bed was Couldn t fault the location Staff on the front desk were very polite and helpful Would stay again 
NH Carlton Amsterdam, Location is central
NH Carlton Amsterdam, Room was really nice and was central to most of the attractions 
NH Carlton Amsterdam, Location is absolutely great Very close to the central
NH Carlton Amsterdam, Clean and comfortable rooms Good location with good options for breakfast just around the corner next to the flower market 
NH Carlton Amsterdam,No Positive
NH Carlton Amsterdam, The staff were extremely polite and very friendly
NH Carlton Amsterdam, Updated to a bigger room with a good view Quiet room as no road noise Spacious bathroom with 2 wash basins Hotel next to the Flower Market and easy to walk around canals 
NH Carlton Amsterdam, Location good and staff were very helpful pleasant Breakfast was decent Wifi worked well in the room although not a secure connection we reckon 
NH Carlton Amsterdam, The location of the hotel was very good situated perfectly in and around the shops and restaurants easily within walking distance Also nice added feature was the balcony which overlooked a street with bars and restaurants 
NH Carlton Amsterdam, Location was good with tram stops nearby Room was a good size 
NH Carlton Amsterdam, Location
NH Carlton Amsterdam, Situated in the centre of Amsterdam 10 minutes walk from train station or jump on the number 16 Tram hotel is next door to flower market and a really nice burger bar Breakfast offers an excellent choice of freshly cooked items cereals and fruit Chargeable mini bar in room which offer light refreshments Lovely bar next to canal company called Van Gogh nice local beers and tapas
NH Carlton Amsterdam, The breakfast buffet was fantastic and very varied with plenty for everyone and brilliant for gluten free 
NH Carlton Amsterdam, The hotel has great architecture and if you are gay it could not be located any better for going out to Regulierdswars Straat The hotel also graciously upgraded our room since no more balcony rooms were available and we had a gorgeous view of the Mint 
NH Carlton Amsterdam, Maybe just location
NH Carlton Amsterdam, Full breakfast Many items to choose and good quality We stayed in an XL room and we felt very comfortable We stayed in the same room two adults and two children aged 10
NH Carlton Amsterdam, Room was fine but dated 
NH Carlton Amsterdam, Staff were extremely friendly the location was amazing was their for Euro Pride and the whole city was alive its a trip I will never forget
NH Carlton Amsterdam, The room was fantastic Small but with a very big bed We were very lucky and we had view to the canal and the flower market The position of the hotel is very comfortable 
NH Carlton Amsterdam, The staff were very helpful There was a good selection at breakfast and lots of fresh fruit 
NH Carlton Amsterdam, The bed was comfy 
NH Carlton Amsterdam, Excellent location Good size clean rooms Would stay again when back in Amsterdam
NH Carlton Amsterdam, The location was great but the cleanliness was very poor
NH Carlton Amsterdam, Lovely location and room was excellent The staff were very nice and the breakfast was very good We had a great time for my wifes 50th Birthday and the hotel even gave us complimentary bubbly in our room So to sum it up an all round good hotel with lovely view and right in the middle of everything 
NH Carlton Amsterdam, Location was excellent Hotel was nice 
NH Carlton Amsterdam, Nothing to mention specifically 
NH Carlton Amsterdam, The location of the hotel was excellent it provides a central hub for walking to all locations in Amsterdam Centrum
NH Carlton Amsterdam, Bed and pillows were fantastic However on day two we were moved to another room and we had two single bed duvets on a double bed Seriously Who does that Breakfast was really nice too One young man though was very helpful with getting us thalys tickets to Paris Thanks Shaquille 
NH Carlton Amsterdam, The breakfast was really good 
NH Carlton Amsterdam, Breakfast ok Bed comfort ok 
NH Carlton Amsterdam, the location was really nice lots of restaurants around Cinema right opposite the hotel flower market at the other side dam square museums shopping areas all at a walking distance 
NH Carlton Amsterdam, Highly recommend this hotel Location is excellent for getting around the city Our bedroom was nice and big and cleaned everyday Very big comfy bed too Breakfast was A1 great selection of foods available I could not fault this hotel and if returning to Amsterdam would most definitely return Thank you
NH Carlton Amsterdam, Great location to get everywhere Great breakfast
NH Carlton Amsterdam, Such a great location spacious and clean rooms nice staff free wifi Every time we stay here it s like coming home It is so close to the center you can reach everything by foot 
NH Carlton Amsterdam, The front desk staff was incredible specially Juliette She went over and beyond with welcoming us to the hotel specialty after moving from one hotel to another with in Amsterdam 
NH Carlton Amsterdam, Breakfast was good
NH Carlton Amsterdam, I liked the tv in the rooms
NH Carlton Amsterdam, Good smiling front desk staff with very good service
NH Carlton Amsterdam, Pleasant staff pleasant breakfast room comfortable sleep We received a discount to compensate for air conditioning issues 
NH Carlton Amsterdam, Location near shopping district kavelstraat and walking distant to Rembrandtplein and museumplein On the side is flower mart with lots of souvenir shops also
NH Carlton Amsterdam, Location is awesome and the view from our room 5th floor was terrific Breakfast is very good 
NH Carlton Amsterdam, Good variety at breakfast buffet Very friendly and helpful staff spacious and comfortable rooms
NH Carlton Amsterdam, The bay window in our room
NH Carlton Amsterdam, friendly and helpful staff good choice of breakfast great location comfortable bed
NH Carlton Amsterdam, Good location Adjoining restaurant excellent Would probably stay again 
NH Carlton Amsterdam, The Property was near Rembrandtplein and provided an extensive spread for breakfast 
NH Carlton Amsterdam, The bed was very large nice sheets and extremely comfortable Very good location for walking around and very near public transport best hamburger br in city next to hotel 
NH Carlton Amsterdam, Concierge was knowledgable helpful very nice Housekeeping was very nice Overall 10 o 10 
NH Carlton Amsterdam, Other than the two check in guys the staff were lovely
NH Carlton Amsterdam, Location and it s next to the famous ter marsch burger place 
NH Carlton Amsterdam, Great location right on the tram line Large room with all the necessary in room facilities coffee making facilities mini bar etc Nice view of the nearby area from the windows which actually were able to be opened we were on the 5th floor Staff very helpful with transport options maps etc 
NH Carlton Amsterdam, The room was a good size although we did get an upgrade from our original room so I am not sure of the size of a standard room Housekeeping service was done daily We requested some extra toiletries and received them The beds were comfortable The location of the hotel was excellent easy to find from the central train station and we were able to walk everywhere 
NH Carlton Amsterdam, Amazing view from the window
NH Carlton Amsterdam,No Positive
NH Carlton Amsterdam, With the exception of a very slight hiccup at registration our stay NH Carlton was excellent the staff were friendly and helpful helped with printing tickets and highlighting popular attractions and the room was a good size with 2 balconies ask for room 719 best balconies by far It was my birthday whilst we were away and the hotel picked up on this and left a card and gift in the room for me 
NH Carlton Amsterdam, Really nice hotel great location and a great view Within walking distance of all the attractions Staff were really friendly and very helpful Would recommend staying here and will definitely be staying here again
NH Carlton Amsterdam, Staff polite
NH Carlton Amsterdam, Bed comfy clean throughout
NH Carlton Amsterdam, Awesoem location 
NH Carlton Amsterdam, We arrived from a long flight from Australia and the lovely girl Desiree let us check in at 7 00 am I have read the horror reviews about this place but we found it to be quite comfortable in a great location Breakfast was excellent with a great view from the balcony 
NH Carlton Amsterdam, Good quality of the breakfast
NH Carlton Amsterdam, Good location but on a busy street The bed was good Helpful staff if you had some questions 
NH Carlton Amsterdam, Duty manager Deliah very professional and helpful Location of hotel perfect View of second room of canal picturesque Reception staff polite etc 
NH Carlton Amsterdam, The little extras example one morning it was raining the staff provided us large nhCarlton umbrellas for use The breakfast is delicious and amazing and the staff so friendly and attentive 
NH Carlton Amsterdam, The property is the middle of the city very accessible 
NH Carlton Amsterdam, Reception looks beautiful Adding a room with a balcony was not a problem 
NH Carlton Amsterdam, Large room and location is only a ten minute walk from many attractions
NH Carlton Amsterdam, Staff were very polite and friendly 
NH Carlton Amsterdam, The staff were all courteous I also ordered room service and my food a simple sandwich was hot and good The service was also good nice and prompt The common areas were fine 
NH Carlton Amsterdam, Staff location parking and room were all good Hotel didn t however have a wow factor when we walked in the lobby or our room but was pretty ok in general 
NH Carlton Amsterdam, Amazing location in the centre of Amsterdam close to the tulip market great for walking everywhere Spacious room with very comfortable bed 
NH Carlton Amsterdam, Breakfast Great variety and everything was fresh 
NH Carlton Amsterdam, The location is amazing everything is within a few minutes walk The nightlife around the hotel is alive and going well past 3AM on Saturday night and at the end you are minutes from bed 
NH Carlton Amsterdam, The room the location the staff 
NH Carlton Amsterdam, The breakfast selection was huge and good quality Staff were also very friendly and pleasant 
NH Carlton Amsterdam, nothing
NH Carlton Amsterdam, Liked the location majority of staff very pleasant view from room very good from the 7th floor good breakfast All in all a good stay We stayed here 11 years ago and no change to hotel needs a freshen up will go back as felt very safe 
NH Carlton Amsterdam, Although Hotel location is super but very very old hotel You can t say 4 star Bathrooms are very basic and less than average Furniture is 200 years old with zero maintenance 
NH Carlton Amsterdam, Hotel is very central to everything Flower market just outside the door and within 5 10 minutes walk to shops restaurants and D m Square 
NH Carlton Amsterdam, Location was perfect very close to everything The view we had was amazing too Staff seemed very friendly and helpful 
NH Carlton Amsterdam, location and staff
NH Carlton Amsterdam, we had to pursue the staff to get things done
NH Carlton Amsterdam, Location was great for the city Internet connection was great 
NH Carlton Amsterdam, Rooms were cleaned daily toiletries replaced daily staff were friendly and welcoming
NH Carlton Amsterdam, The hotel location is near of many attractions that can be reaching by walking Rembrandtplein heineken experience van gogh I didn t took breakfast as there was no need 300 meters walking and you will have many restaurants include fast food restaurants In general i recommend this hotel 
NH Carlton Amsterdam,No Positive
NH Carlton Amsterdam, Perfect location staff very nice good value for money room small but cosy and comfy bed Take the standard room with terrace the little difference in price is worth it 
NH Carlton Amsterdam, The Stuff was brilliant The location top 10 
NH Carlton Amsterdam, The location was fantastic And the staff was very helpful and friendly
NH Carlton Amsterdam, The large comfortable room The generous breakfasts The central location The friendly staff
NH Carlton Amsterdam, I felt as if the hotel needs some updates but for the location and price it has great charm and convenience The breakfast was wonderful and overall the staff was competent 
NH Carlton Amsterdam, room was clean good bed
NH Carlton Amsterdam, Liked central location
NH Carlton Amsterdam, Location
NH Carlton Amsterdam, The Location of the hotel is great 
NH Carlton Amsterdam, Staff very helpful Room clean 
NH Carlton Amsterdam, Good selection for Breakfast Rooms were clean Staff were helpful and friendly Very good location for the centre and good restaurants and bars
NH Carlton Amsterdam, Bed very comfy location of hotel was ideal
NH Carlton Amsterdam, you have to pay extra for the breakfast on arrival 
NH Carlton Amsterdam, The room was clean and very nice and the location of the property is excellent The staff is generally friendly The rental bikes are also quite good 
NH Carlton Amsterdam, THE LOCATION WAS EXCELLENT FOR ALL WE WISHED TO VISIT Breakfast was very good 
NH Carlton Amsterdam, this place is in the center of it all a must stay location 
NH Carlton Amsterdam, It was lovely and the restaurant attached is amazing so helpful fab burgers 
NH Carlton Amsterdam,No Positive
NH Carlton Amsterdam,No Positive
NH Carlton Amsterdam, The rooms were spacious and clean central but quiet Felt very safe and comfortable 
NH Carlton Amsterdam,No Positive
NH Carlton Amsterdam, location
NH Carlton Amsterdam, large comfortable room with excellent bed Very nice stuff Breakfast buffet very good stuff very officiant Excellent location Main street view 
NH Carlton Amsterdam, location is perfact good breakfast problemtic staff and problems with electricity
NH Carlton Amsterdam, the rooms were extremely comfortable very clean and quite spacious too
NH Carlton Amsterdam, All is well especially the Receptionist she is very warm and capable The second day when we were in a hurry to catch the train but our taxi did not arrive in time she made a quick decision and found a car on the road It was really great 
NH Carlton Amsterdam,No Positive
NH Carlton Amsterdam, Our original room was not up to scratch very smoky smelling and tired d cor However on feeding back to staff they transferred to a much nicer bigger room so great customer service The location was excellent Close enough to the town centre but not overrun Also the restaurant in the hotel did amazing burgers 
NH Carlton Amsterdam, Juliette on reception looked after us very well thank you so much Credit to the hotel Lovely suite upgraded to 
NH Carlton Amsterdam, Stylish interiors of the rooms main hall and breakfast room Classical music in the elevators mirrors inside the bathroom cabins on the floor with the conference rooms Great view through the window towards the clocktower 
NH Carlton Amsterdam, The location was wonderful The breakfast was very tasty and the room was comfortable 
NH Carlton Amsterdam, Location fantastic staff really helpful check in not until 15pm but we got into room at about 10am 
NH Carlton Amsterdam, Staff were very friendly Rooms are large and location is nice 
NH Carlton Amsterdam, Breakfast was very good and staff extremely helpful
NH Carlton Amsterdam, Staff were helpful and professional bathroom was good 
NH Carlton Amsterdam, Staff were fabulous Room was clean and warm Great view from the terrace Also tv provided English channels so we could watch that early in the morning before we went out Read loads of reviews about how bad this place was before I went there but this is certainly not the case For a city hotel I couldn t have asked for more 
NH Carlton Amsterdam, Location was great hotel staff were helpful and we enjoyed our stay 
NH Carlton Amsterdam, Sorry nothing much
NH Carlton Amsterdam,No Positive
NH Carlton Amsterdam, mOsT staff are wiling to help and answer questions room service food was nice Not cheap But better than any food outside hotel 
NH Carlton Amsterdam, Great location decent room size I got a free upgrade to a bigger room 
NH Carlton Amsterdam, Nice friendly reasonably price hotel a short walk from the city centre We paid extra for a balcony and the views were lovely 
NH Carlton Amsterdam, Everything was clean
NH Carlton Amsterdam, The hotel was in a perfect place 
NH Carlton Amsterdam, Beds very comfy The location is fantastic right in the heart of whatever direction your travel take you on
NH Carlton Amsterdam, The location the breakfast 
NH Carlton Amsterdam, great location great staff right in the heart of amsterdam room was a great size 
NH Carlton Amsterdam, The bed was so comfy and so big Shower was really good too 
NH Carlton Amsterdam, Good location near a tram stop with lots of restaurants near by Clean pleasant room Helpful staff who gave tips on places to go things to do 
NH Carlton Amsterdam, We got an upgrade the room was just beautiful and the beds really comfortable The staff were really helpful and friendly 
NH Carlton Amsterdam, Good location and within walking distance to everything Staff were pleasant and friendly Hotel clean Beds comfortable and clean Plenty of white thick towels Good hairdryer and tea coffee facilities We didn t eat in the hotel so cannot comment 
NH Carlton Amsterdam, The staff were amazing very friendly and extremely helpful We got a free up grade and a bottle of prosecco The room was very spacious and had its own kitchenette a large window and an extra large bed 
NH Carlton Amsterdam, The hotel was fantastic and great location Staff where very polite and friendly Bedroom was huge and lovely and clean bed was very comfortable A LOVELY pleasant stay Will stay again soon I hope Thank you
NH Carlton Amsterdam, Location Excellent Staff Friendly Breakfast Good quality diverse
NH Carlton Amsterdam, Good location nice staff
NH Carlton Amsterdam, Good localization on many tramlines and close to the flower market and Rembrandtplein Good breakfast Helpful staff Umbrellas available on loan Room with an excellent view down the street to Rembrandtplein 
