,Hotel,Review,Score
49631,Lansbury Heritage Hotel, Nothing,0
49632,Lansbury Heritage Hotel, Nothing to do in the area of the hotel,0
49633,Lansbury Heritage Hotel, The breakfast had been sitting on the hot plates a while so it was all hard and dry and tasteless ,-0.1027
49634,Lansbury Heritage Hotel, The bar was closed,0
49635,Lansbury Heritage Hotel, Nothing,0
49637,Lansbury Heritage Hotel, Nothing it was perfect ,-0.4585
49639,Batty Langley s, Nothing,0
49643,Batty Langley s, Nothing,0
49647,Batty Langley s, that i wasn t there longer,0
49649,Batty Langley s, N A,0
49651,Batty Langley s, Nothing ,0
49654,Batty Langley s, More shower bubble bath but I m being picky ,0
49655,Batty Langley s, Small rooms with no tea coffee making facilities No lock on bathroom door Pillows very soft and fell off bed between headboard and mattress Second night asked for firmer pillows but they had none ,-0.296
49663,Batty Langley s, No Morning Newspapers or magazines on London and whats on It would be nice to have a dinning room for breakfast No Sky sports which is a bit dissapointing when our room had an Apple TV,-0.1531
49670,Batty Langley s, Nothing Eveything was perfect ,-0.4585
49674,Batty Langley s, No complimentary bottled water in the room No tea and coffee making facilities in the room however they could be requested from reception ,-0.5583
49675,Batty Langley s, The bedroom and bathroom weren t huge for the price paid It only had a shower no bath The breakfast menu was limited and expensive and you had to have it in your bedroom We opted to eat out so I can t comment on food itself ,-0.2023
49677,Batty Langley s, Nothing really ,0
49679,Batty Langley s, To get hot water in the shower the cold tap on the bath needed to run ,0
49686,Batty Langley s, Nothing All very spot on ,0
49688,Batty Langley s, As it s a small hotel it can be noisy between rooms Prices should reflect the size of rooms small ,-0.1779
49690,Batty Langley s, Heating in the bathroom erratic but not a huge issue Would not deter us from returning,-0.3491
49692,Batty Langley s, Price of breakfast too high Should really be included with the cost of the room ,0
49693,Batty Langley s, No tea and coffee in the room as we left they said staff should off offered to put in the room with a kettle,-0.296
49696,Batty Langley s, We had to wait a minute outside of the hotel because it takes a little while for hotel staff to open the doors ,0
49698,Batty Langley s, For the price perhaps breakfast could be included of which there was no full English option ,-0.296
49700,Batty Langley s, Nothing,0
49702,Batty Langley s, Nothing ,0
49709,Batty Langley s, We missed clothes hooks in the rooms however our room offered a big wardrobe ,-0.296
49710,Batty Langley s, The fact that I was charged a no show cost when in fact I could not have showed myself even if I wanted to I can understand the spirit of the charge but it was enforced to the letter which I dont like one bit,-0.5131
49711,Batty Langley s, Nothing really How often do you say that ,0
49715,Batty Langley s, Can t think of anything ,0
49716,Batty Langley s, I was down with food poisoning shortly before check out I asked for a half hour grace period was given 15 mins only and told absolutely no longer than that before a trek across London to Heathrow airport a few hours wait at the airport and a 14 hour flight home I am now booking my next stay in London fand have decided not to come back for this reason ,-0.5413
49717,Batty Langley s, The price to pay per night is a bit high especially if you think that no breakfast is included ,-0.3818
49720,Batty Langley s, The breakfast is over priced so we never had breakfast at the hotel there are lots of options for dining very close by ,0
49722,Batty Langley s, Nothing I can think of We all wished we could have stayed longer ,0
49724,Batty Langley s, The lighting in the room was poor it wasn t sufficient to read by at night I think breakfast should be included in the price of the room ,-0.4767
49726,Batty Langley s, Nothing they catered for everything we asked for ,0
49727,Batty Langley s, Very little storage for clothes The floor in our room and the stairs leading up to our room were not at all level due to the age of the building Hard to adjust to Some noise from people in pubs nearby ,-0.1027
49728,Batty Langley s, Shower controls difficult to work Seemed expensive for size of room ,-0.3612
49731,Batty Langley s, No tea making in the room Limited in house menu I had expected to be able to have my main menu instead could only have soup and a sandwich A salad and chips would have been better There should be a slip mat for the bath made available,-0.0516
49740,Batty Langley s, Nothing,0
49741,Batty Langley s, Surprised to be charged for still bottled water in the room No biscuits on tea tray No tidy up turn back while we were out in the evening,-0.5106
49742,Batty Langley s, I feel that for the price the facilities were not quite up to scratch At this price I don t expect to have instant coffee and no complimentary bottled water in the room ,-0.3412
49749,Batty Langley s, There is no proper bar or restaurant as such the feel is more of being a quasi house guest This said you have access to all the bars and restaurants you could need just around the corner Perhaps a hot breakfast would be the only omission really then ,-0.296
49752,Batty Langley s, Stayed for my wifes birthday which was made clear during booking No mention of it made or any actions made which was disappointing No atmosphere due to no bar area ,-0.7351
49754,Batty Langley s, It s a bit of a hike to the Liverpool Street Station but the hotel s location was very convenient for my business meetings in Broadgate Towers ,0
49757,Batty Langley s, Discarded men s underwear x2 in the street outside As a stranger and female solo traveller I was a little perturbed about where I d come to ,-0.5434
49758,Batty Langley s, Nothing not to like you just could not adore this place ,-0.2738
49759,Batty Langley s, No tea or coffee making facilities in rooms this was disappointing Also the Breakfast is quite dear for what you get considering you are paying as much for staying at say the Waldorf and breakfast is included Feel by not providing a good English break fast and including in the cost is penny pinching ,-0.6011
49764,Batty Langley s, The lack of a real sit down breakfast was disappointing and unexpected The only place to eat food is with room service and sat in your bedroom The other small gripe we had was no bottled water We have never stayed in a hotel that does not supply it each day ,-0.7717
49767,Batty Langley s, Room was a little small and breakfast was served in my room as there was no restaurant ,-0.296
49768,Batty Langley s, Air con ,0
49770,Batty Langley s, As above,0
49771,Batty Langley s, Teeny tiny hairdryers with all the power of a gnat s fart I so dislike it when hotels forget that women are customers too ,-0.6447
49779,Batty Langley s, No tea making stuff no shower cap in a room with a shower that makes it impossible not to get wet hair Two tissues in a box instead of a full box Tiny room small bed for two ,-0.5267
49780,Batty Langley s, Nothing,0
49784,Batty Langley s, Should have been breakfast included for the price paid ,0
49786,Batty Langley s, The location was a bit inconvenient for us ,-0.34
49787,Batty Langley s, Bed was uncomfortable and pillows uncomfortable didn t get much sleep Not many amenities in the room,-0.6369
49789,Batty Langley s, Would prefer a communal breakfast space ,0
49793,Batty Langley s, No coffee making facilities,-0.296
49795,Batty Langley s, Nothing ,0
49798,Batty Langley s, Nothing for me,0
49802,Batty Langley s, Nothing,0
49805,Batty Langley s, Shower needs a shelf for toiletries,0
49812,Batty Langley s, Nothing,0
49817,Batty Langley s, Couldn t fault anything ,-0.4019
49818,Batty Langley s, Nothing,0
49822,Batty Langley s, Nothing,0
49825,Batty Langley s, Breakfast few options and poor value so decided to go out shame,-0.5859
49827,Batty Langley s, Nothing ,0
49830,Batty Langley s, ,0
49833,Batty Langley s, For the price you would think breakfast could be included,0
49837,Batty Langley s, Problems with the hot water in shower,-0.4019
49839,Batty Langley s, No tea coffee in room Had to ask for tray Expensive hotel so don t expect to have to pay for coffee breakfast,-0.3818
49840,Batty Langley s, Apple TV and sound system did not work,0
49843,Batty Langley s, Nothing ,0
49844,Batty Langley s, Nothing ,0
49846,Batty Langley s, Nothing,0
49850,Batty Langley s, Not quite enough hot water,0
49857,Batty Langley s, Having to leave so early ,-0.0516
49858,Batty Langley s, nothing ,0
49859,Batty Langley s, Couldn t fault anything about this hotel ,-0.4019
49860,Batty Langley s, Breakfast,0
49861,Batty Langley s, Roomservice was very unhelpful and slow ,0
49864,Batty Langley s, Room was extremely small a 64 SQ ft room at 200 is ridiculous,-0.3612
49866,Batty Langley s, Nothing,0
49871,Batty Langley s, No tea or coffee facilities in room ,-0.296
49873,Batty Langley s, The toilet flush kept breaking ,0
49879,Batty Langley s, That we couldn t stay longer ,0
49882,Batty Langley s, Breakfast was not included in the price No tea or coffee making facilities ,-0.296
49884,Batty Langley s, Nothing obvious,0
49886,Batty Langley s, There was no complimentary bottled water ,-0.3412
49888,Batty Langley s, Nothing ,0
49897,Batty Langley s, The bed was a touch too soft,0
49898,Batty Langley s, Nothing ,0
49899,Batty Langley s, No coffee making facilities in the room,-0.296
49900,Batty Langley s, Room a little dark,0
49903,Batty Langley s, Quite expensive to stay there ,0
49904,Batty Langley s, Nothing ,0
49905,Batty Langley s, The common areas were cold Need to have fire working in the library,-0.34
49906,Batty Langley s, Bed was a bit small ,0
49907,Batty Langley s, Nothing,0
49915,Batty Langley s, Shower could have been hotter,0
49916,Batty Langley s, Litter and used toiletries behind the bathroom shutter ,0
49919,Batty Langley s, Not much ,0
49920,Batty Langley s, nothing ,0
49922,Batty Langley s, Difficult eat breakfast in bed missing a table,-0.5719
49924,Batty Langley s, Nothing maybe breakfast menu,0
49927,Batty Langley s, Nothing ,0
49929,Batty Langley s, Nil,0
49932,Batty Langley s, Nothing,0
49935,Batty Langley s, Boutique hotel so limited facilities,-0.3593
49937,Batty Langley s, Old fashion locks keys ,0
49941,Batty Langley s, Nothing,0
49943,Batty Langley s, Nothing,0
49944,Batty Langley s, nothing really,0
49945,Batty Langley s, 2 nights just wasn t long enough ,0
49950,Batty Langley s, Found it a little difficult to find,-0.2975
49951,Batty Langley s, Nothing,0
49952,Batty Langley s, Relatively poor value for money antique look is rather kitschy,-0.1779
49955,Batty Langley s, Nothing,0
49958,Batty Langley s, Nothing really,0
49962,Batty Langley s, Expensive for Standard,0
49967,Batty Langley s, Standard room very small,0
49968,Batty Langley s, Nothing,0
49977,Batty Langley s, lack of parking assistance,-0.3182
49978,Batty Langley s, It is a little expensive ,0
49983,The Goring, Lift was a bit slow ,0
49984,The Goring, was served an extremely tough steak the second one was not much better so was given fish instead this was dry and not the best and I left most of it but they charged me on the bill I would have expected a free drink at least plus no charge for the meal,-0.4279
49985,The Goring, There was nothing that we didn t like Maybe the drinks from the bar could have been a bit cheaper but compared to other hotels at least when you are charged a premium you get quality,-0.1154
49986,The Goring, Nothing of real consequence although they did charge me for cleaning I did not have done However it was the hotel that pointed this out to me and provided an immediate refund ,0
49987,The Goring, Breakfast selection options were average or just explained poorly head of staff at breakfast seemed to be in a rush and just a little abrupt ,0
49989,The Goring, The lounge staff were not so good very slow and not particularly diligent Every order we had was the same but turned up different and we had to confirm our room number ALOT ,-0.1442
49991,The Goring, no fridge in room no hair dryer no tea or coffee in room these are basics not practical to ring for room service for these items every time water provided but is warm restaurant is defiantly not a michelin star had white fish on white plate with white veg very salty very very disappointed will not return,-0.7548
49994,The Goring, Restaurant food did not feel like michelin star,-0.2755
49997,The Goring, Room above must have had no carpets unlike ours because we could hear furniture being moved dragged about ,-0.34
49998,The Goring, That our stay at The Goring was not long enough ,0
50001,The Goring, I wouldn t change a thing ,0
50003,The Goring, Absolutely nothing ,0
50004,The Goring, Small mistakes we asked for an additional paper in the morning which was confirmed with staff but didn t arrive The wrong food order was initially taken breakfast we asked for poached eggs on toast and the toast came 5 minutes later A hotel of this calibre shouldn t be making such mistakes all happened on a one night stay ,-0.8462
50005,The Goring, I wished we could have stayed more than one night ,0
50006,The Goring, our luggage very small got muddled with someone else s and we waited 30 minute whilst contradictory messages were relayed we were in a hurry at checkout we were confused with another family of the same name ,-0.5719
50008,The Goring, i did not like the fact that the waiter cleared the plates away when the whole table hadn t finished eating if when I asked him not to ,-0.1803
50009,The Goring, The breakfast is underwhelming and disappointing The smoked salmon and scrambled egg was very odd and even the fruit salad was tasteless Toast was cooked on one side only ,-0.6997
50010,The Goring, Nothing ,0
50011,The Goring, I think you fell down on breakfast ,0
50013,The Goring, Not a thing ,0
50014,The Goring, I was especially perturbed that a credit card was entirely blocked by the Hotel upon arrival not just the card number recorded as per other hotels but the card credit limit and cannot be redeemed for 3 days after departure This is unacceptable to me and since a card can be blocked in 3 to 5 seconds then why does it take 3 days to unblock it Therefore I will never return to The Goring again on principle ,-0.742
50016,The Goring, No minibar or coffee station in room,-0.296
50017,The Goring, The view,0
50019,The Goring, No seperate shower cubicle,-0.296
50020,The Goring, Nothing,0
50021,The Goring, Price and tax ,0
50022,The Goring, Nothing,0
50023,The Goring, View from our room,0
50026,The Goring, nothing,0
50027,The Goring, Nothing,0
50028,The Goring, Nothing,0
50029,The Goring, No parking,-0.296
50031,The Goring, nothing,0
50033,The Goring, Breakfast slightly hotter,0
50034,The Goring, Nothing,0
50035,The Goring, Nothing,0
50038,The Goring, nothing,0
50041,The Goring, Nothing it was perfect,-0.4585
50042,The Goring, That we had to leave,-0.0516
50043,The Goring, Nothing,0
50045,The Goring, small rooms,0
50047,The Goring, Awful bar service and food Confusion over who was booking in ,-0.6369
50050,The Goring, nothing,0
50054,The Goring, The room space is too small and no kettle or tea in the room They will charge you everything ,-0.296
50055,The Goring, Room had connecting door with poor soundproofing,-0.4767
50057,The Goring, Queen room is a little bit smaller than expected ,0
50060,The Goring, Operating the TV is a little convoluteda,0
50061,The Goring, nothing,0
50062,The Goring, Nothing,0
50063,The Goring, Nothing,0
50065,The Goring, Nothing ,0
50069,The Goring, The breakfast was disappointing cold croissants and unpleasant scrambled eggs on almost raw toast,-0.743
50070,The Goring, Nothing,0
50071,The Goring, Nothing,0
50072,The Goring, Nothing,0
50073,The Goring, Our room was next door to the kitchen upstairs and it was a little noisy,-0.1045
50074,The Goring, Breakfast not up to the usual standard on the morning of December 1st ,0
50077,The Goring, nothing,0
50078,The Goring, Nothing,0
50082,The Goring, No tea and coffee in bedroom,-0.296
50084,The Goring, Nothing,0
50085,Nolinski Paris, double bed is not the most convenient to sleep for a couple the mattress rocks around when one person is moving there seems to be no option in the hotel for a room with 2 separate beds ,-0.296
50086,Nolinski Paris, Nothing,0
50089,Nolinski Paris, Rooms are very small I tried lunch at the restaurant and it was probbaly the worst steak i ve ever had ,-0.6249
50092,Nolinski Paris, Breakfast is largely overpriced ,0
50098,Nolinski Paris, I did not recognize any shortcomings ,0
50103,Nolinski Paris, Only the view but I didn t go to Paris to stare out of a hotel window ,0
50105,Nolinski Paris, For the rate of the room I thought it would have been bigger Whilst it was incredible the room itself didn t have an abundance of floor space despite booking a Superior Double ,-0.431
50107,Nolinski Paris, n a,0
50109,Nolinski Paris, Rude service maids which is v important in a 5 property pool needed to be heated facilities in spa steam room and sauna just need adapting as not as powerful,-0.5472
50113,Nolinski Paris, We had booked a restaurant through the hotel and when we got to the restaurant they said they had no record of this reservation,-0.296
50114,Nolinski Paris, The rooms were small even for junior suites Bedroom had a closet in it that took away a lot of space All in all interior design and conception is off Bathroom only had one sink which we found weird for a junior suite in a 5 star hotel ,-0.1779
50116,Nolinski Paris, One firm pillow would have been suitable minibar refrigerator was noisy,-0.1779
50119,Nolinski Paris, Service at breakfast was slow for an almost empty restaurant Public spaces are limited in size ,-0.3415
50124,Nolinski Paris, Nothing,0
50130,Nolinski Paris, rooms a bit small,0
50131,Nolinski Paris, The price,0
50132,Nolinski Paris, No gym,-0.296
50136,Nolinski Paris, Leaving ,0
50137,Nolinski Paris, nothing,0
50138,Nolinski Paris, niente,0
50139,Nolinski Paris, Not applicable ,0
50141,Nolinski Paris, Little note the chips in the frigobar had expired this did not have to happen ,0
50143,Nolinski Paris, Nothing ,0
50146,Nolinski Paris, Nothing,0
50151,Nolinski Paris, The size of the room ,0
50152,Nolinski Paris, Nothing,0
50153,Nolinski Paris, Nothing,0
50154,Nolinski Paris, Soya yoghurt ordered for breakfast came served in a plastic pot ,0
50155,Nolinski Paris, None,0
50156,Nolinski Paris, The croissants at the breakfast were very average ,0
50157,Nolinski Paris, More wardrobe space in the room,0
50158,Nolinski Paris, Crazy decor,-0.34
50159,Nolinski Paris, Only the mix up of my breakfast order ,0
50160,Nolinski Paris, No tea and coffee facilities in the bedroom,-0.296
50165,Nolinski Paris, Room size No lobby,-0.0191
50167,Nolinski Paris, Nothing,0
50169,Nolinski Paris, Nothing,0
50171,Nolinski Paris, Breakfast,0
50172,Nolinski Paris, Nothing,0
50173,Nolinski Paris, room was tight ,0
50175,Nolinski Paris, Nothing,0
50177,Nolinski Paris, The whether ,0
50179,Nolinski Paris, nothing,0
50180,Nolinski Paris, Disinterested service in the lounge for evening cocktails ,0
50182,Nolinski Paris, nothing,0
50183,Nolinski Paris, nothing,0
50187,Nolinski Paris, Dark No lobby,-0.0191
50190,Nolinski Paris, no irons in the rooms,-0.296
50191,Nolinski Paris, Minimal breakfast included for any rate,0
50194,Nolinski Paris, Leaving,0
50198,Splendide Royal Paris, almost no facilities so I couldn t understand how it is a five stars hotel they don t have a concierge ,-0.228
50199,Splendide Royal Paris, I wouldn t say didn t like but do be aware that given the proximity to the president s residence some traffic may be diverted now and then This is no big deal you may need to walk one block now and then It s worth it for the quiet privacy of the neighborhood ,-0.5499
50200,Splendide Royal Paris, Nothing,0
50201,Splendide Royal Paris, Each suite had tea coffee making facilities but we had to ask for milk and sugar When the dirty crockery and cutlery were taken away they were not replaced we had to ask for replacements likewise the tea and coffee sachets were not replaced When breakfast arrived it was not always what we ordered ,-0.5927
50203,Splendide Royal Paris, Nothing ,0
50204,Splendide Royal Paris, Nothing maybe the in room dining needs more options that s all,0
50205,Splendide Royal Paris, late night service,0
50206,Splendide Royal Paris, No gym ,-0.296
50207,Splendide Royal Paris, Bad Service quality No facilities,-0.6908
50210,Splendide Royal Paris, Menu is too limited,-0.2263
50212,Splendide Royal Paris, Air com very noisy ,-0.2484
50213,Splendide Royal Paris, Nothing,0
50214,Rosewood London, N A,0
50215,Rosewood London, The resident dog Pearl had gone away for the weekend so we didn t get a selfie with her ,0
50218,Rosewood London, Couldn t fault anything,-0.4019
50220,Rosewood London, FACT THAT WEEKEND CLASHED WITH SEVERAL BARS AND RESTAURANTS BEING SHUT TO RESIDENTS DUE TO PRIVATE FUNCTIONS TAKING PLACE ,0
50221,Rosewood London, The area is dodgy The hotel does not fit in the neighborhood It s difficult to move around by car or bus because the roads around the hotel are jammed most of the time Best way to move around the hotel is by walking or the underground Which are not the types of transportation a guests of such hotel would prefer I presume ,-0.0798
50222,Rosewood London, Very expensive cost of room plus having to then pay for breakfast Babysitting service also quite expensive ,-0.1027
50223,Rosewood London, Very poor continental breakfast 26 pounds choose either cereal OR yoghurt OR fruit if you choose more than one option you are charged extra toast charged extra as well as coffee and no continental buffet anymore worst value breakfast I have ever had price cutting exercise gone wrong cancelled a forward booking because of this ,-0.9245
50229,Rosewood London, Aircon in the room was inefficient No natural source of air made for a very stuffy head in the morning felt like I d flown long haul The view from room 424 was that of a construction site which of course sprung into action with bore drilling at 8am Bleuggh Incredibly overpriced food ,-0.1556
50231,Rosewood London, We had terrible service in the Holborn Grill at breakfast It took multiple calls to get a few items brought to our room blanket top sheet Otherwise fine ,-0.128
50233,Rosewood London, Nothing ,0
50234,Rosewood London, Absolutely nothing I did not like,-0.2755
50235,Rosewood London, The family room wasn t exceptional compares to the common areas ,0
50238,Rosewood London, Should have stayed for longer ,0
50240,Rosewood London, Nothing Everything was amazing ,-0.4717
50242,Rosewood London, It was noticeable that the staff were stretched Perhaps due to the time of year the restaurant was understaffed and it had a negative impact on the service It was about a 45 minute wait and then anything additional took 10 to 15 minutes For example extra hot water additional toast it was disastrous Coffee was not very nice We also had to be moved to another room The first room was next door to some kind of housekeeping cupboard and the doors were constantly open and shut The noise was horrific so that night we didn t get much sleep We were not very happy about that and believe me we needed our rest We were exhausted the morning after I would also add that the carpets in the room could benefit a bit from a better vacuum cleaner or maybe it is operator error ,-0.9465
50243,Rosewood London, Breakfast was not great We were directed to the place across the courtyard It was too esoteric for no gain The decor is like a US dink g room but spelt pancakes and quinoa porridge not good Even pastries not great Service was poor ,-0.9323
50244,Rosewood London, nothing at all ,0
50249,Rosewood London, Tub height for accessing shower a bit too high and awkward smaller bathroom space Spa was disappointing Mgmt Cancelled appt at last minute due to staff shortage when booking was made 45 days in advance ,-0.7783
50251,Rosewood London, Nothing,0
50252,Rosewood London, There s no swimming pool steam room or Jacuzzi I believe as it s 5 stars hotel it must have the previous facilitates Also there isn t an executive lounge for people who have booked an executive room or suite In addition many cars stopped outside the main hotel entrance while it didn t use to be 1 year ago when I stayed in this hotel which makes the yard looks so busy packed Suites rates are extremely expensive ,-0.4767
50253,Rosewood London, Not all dishes were available despite appearing in room menu Had to wait and call twice before order was taken for in room dining Halal meat should be served in room and restaurants it is central London and 2016 TIP The roof views are not particularly impressive so request courtyard views ,-0.4439
50255,Rosewood London, I was repulsed by the service at Holborn Delicatessen the place was half full I came for a quick bite and left after 10 minutes of complete ignorance at the waiting area Probably the hotel and this eatery although located at the same place are operated by different people companies ,-0.6486
50256,Rosewood London, Nespresso machine didn t work they had to replace it No Sky news channel Ordered NZ Sauvignon and they said they didn t have any left eventually found some but a bit weird ,-0.3919
50257,Rosewood London, No cold water only warm for our bath shower Temperamental coffee machine in our room Attitude of young lady in Sarfs bar when we requested a coffee apparently it was unavailable so we made it ourselves in our room not ideal but free ,-0.6799
50263,Rosewood London, Terribly synthetic unsupportive pillows forced to double them over to sleep Would have liked tea making facilities in room Very overpriced ,-0.5859
50265,Rosewood London, No ice buget ,-0.296
50267,Rosewood London, Nothing ,0
50269,Rosewood London, Could have done with some milk to make the tea coffee with but that s just being a bit picky ,0
50271,Rosewood London, The docking station available is for old apple gadgets The room did not have a bath tub,0
50273,Rosewood London, Service at breakfast in the Mirror Room was very slow and we waited 25 minutes even though it was not all that busy at the time This was blamed on a computer fault and resulted in the hotel deducting 25 from the bill ,-0.7003
50279,Rosewood London, Nothing,0
50284,Rosewood London, Can t think of anything,0
50285,Rosewood London, room was very disappointing for the money nothing like what is advertised on web ,-0.6811
50286,Rosewood London, Breakfast very expensive ,0
50287,Rosewood London, The insistance on taking my guests card for payment when I d agreed to pay for all 7 rooms Very embarrassing and not easily solved ,-0.6178
50288,Rosewood London, none ,0
50290,Rosewood London, Nothing ,0
50291,Rosewood London, Nothing,0
50293,Rosewood London, That I didn t book a suite,0
50295,Rosewood London, Room service is terrible Both service and quality of food provided to the guest are horrendous The price is also exaggerated Thank goodness theirs a McDonald s just across the street The hotel gave rooms with the worst view possible even when requested otherwise I had a view off a parking complex Very inspiring I might add The tea time at mirrors is highly disappointing They serve the worst pastries and cakes I have ever tasted in my life ,-0.9081
50296,Rosewood London, Leaving Only other tiny comment would be that the bath would be tricky to get in and out of if you had any mobility issues ,-0.1531
50298,Rosewood London, ,0
50299,Rosewood London, I thought that the Breakfast selections were too few,0
50302,Rosewood London, The bar staff in the main bar were incredibly rude and unhelpful i go to the bar and use the restaurant alot for business but after the experience i had probably will not in the future ,-0.2838
50304,Rosewood London, nothing,0
50305,Rosewood London, Main bar service is often slow and not the most attentive,0
50313,Rosewood London, The bar staff all models were very skilled but could have been quicker Lighting in the room could have been slightly just slightly better although it s difficult to find any flaws in the place ,-0.0606
50316,Rosewood London, my room toilet was a bit low to use properly so I had a bit of struggle to use it being wheelchair bound also plugs in the room itself were impossible to reach as they were hiding behind the big table,-0.6705
50317,Rosewood London, Breakfast in the Holborn restaurant was mediocre but very expensive Service was the worst I have experienced in any grade of hotel anywhere Think Fawlty Towers and you get some idea staff were a total shambles 30 mins before anyone took our order toast with no jam or marmalade and no knife or plate either Toast was no more than warm bread Sent it back but the replacement was just as bad We complained as did several other people and as a result we were not charged However this was a New Year treat and we would have preferred to pay and have a civilised relaxed breakfast At this price I will look elsewhere next time I am in London ,-0.909
50318,Rosewood London, 100 held on my card for every night I stayed because I was using a debit card was a bit of a disappointment Did not know this at the time of booking,-0.5106
50321,Rosewood London, The treatment by the staff and the room was very noisy from building work on going outside There was no in house dining menu in the room and took a while to bring up When food came it was disappointing Breakfast usually comes with toast when ordering omelettes and this wasn t the case My partner had to eat on the bed holding her plate as only one chair in the room ,-0.7501
50325,Rosewood London, The breakfast its unfortunately no value for the money you pay for it ,-0.5908
50327,Rosewood London, The poor air conditioning the waiting time at breakfast the poor indication in case of emergency poor light at night in the room,-0.8979
50330,Rosewood London, Just that on the 5th floor our room had no view ,-0.296
50331,Rosewood London, No choice for vegetarians at breakfast and they were not able to help out ,-0.5358
50332,Rosewood London, The overall lighting in the hotel room was rather dim and dark could do with a central light to make more illuminated,0
50335,Rosewood London, Minor niggles Everything was hidden away in boxes TV remote in a leather box Spare toilet roll in a box in a drawer Coffee and whiskey but no tea making facility A smoked glass magnifying mirror in the bathroom makes you face big but blurry Aircon would not switch off totally ,-0.5267
50337,Rosewood London, Not enough information in the in room compendium ,0
50341,Rosewood London, It is priced on the high side so its not a hotel I will stay in on a regular basis Also the location is too far from the City for my purposes But for a high end vacation stay close to Covent Garden Bloomsbury and the West End it s quite convenient ,0
50342,Rosewood London, Slow replenish of food during breakfast wifi not so good sometimes Room size is a bit small by comparing to Shangri La The Shard or even Me London for the price Window sound proof not good as disturbance from car noise outside room during very late night ,-0.5024
50343,Rosewood London, Nothing ,0
50347,Rosewood London, Nothing,0
50348,Rosewood London, Breakfast wasn t bad just not as good as everything else buffet had run out of eggs and croissants with a lengthy wait for the latter to be replenished Lukewarm mushrooms ,-0.7101
50350,Rosewood London, The breakfast at Mirror Room has outdone Holburn Dinning room ,0
50352,Rosewood London, We stayed in an executive room but sadly no complimentary bottle of wine or fruit which is the norm with other hotels with executive rooms But I would still most definitely stay here again,-0.4252
50355,Rosewood London, Nothing ,0
50357,Rosewood London, Nothing,0
50358,Rosewood London, Only large mirror in bathroom and inside cupboard And unfortunately no plug in bathroom You cannot dry style your hair since plug and mirror not available at the same place Breakfast extra Hotel surroundings not very nice in contrast to the hotel building Not very central though metro solves the problem View from deluxe room is towards an ugly next door building Always kept curtains close ,-0.8764
50365,Rosewood London, Room is small,0
50366,Rosewood London, None,0
50368,Rosewood London, Without bath tube,0
50370,Rosewood London, Nothing,0
50371,Rosewood London, you had to call the engineer to open a window and call again to have him close it the building is all of 5 stories tall ,0
50373,Rosewood London, No pool ,-0.296
50377,Rosewood London, Nothing,0
50380,Rosewood London, Could do with some proper size tea coffee cups in room ,0
50381,Rosewood London, 6 50 for a small cafe latte Too much ,0
50386,Rosewood London, nothing,0
50387,Rosewood London, time of cleaning of the room 17 00 PM,0
50388,Rosewood London, Nothing,0
50389,Rosewood London, Room a bit small,0
50398,Rosewood London, Location in a congested area,0
50399,Rosewood London, No kettle in the room dont drink coffee everything geared up to that,-0.296
50401,Rosewood London, Coming home ,0
50402,Rosewood London, Nothing,0
50403,Rosewood London, Nothing,0
50404,Rosewood London, Drinks in bar very expensive even by london prices,0
50405,Rosewood London, Nothing ,0
50406,Rosewood London, Cost of breakfast at 35 00 and then 10 00 service charge,0
50408,Rosewood London, the price the breakfast policy is very bad,-0.5849
50409,Rosewood London, No breakfast included,-0.296
50410,Rosewood London, the breakfast is very over priced and many guests go out as a result ,0
50411,Rosewood London, Nothing,0
50413,Rosewood London, The air con heating was really noisy and I didn t sleep that night I did advise the hotel,-0.2484
50414,Rosewood London, Nothing,0
50416,Rosewood London, Restaurants at hotel did not have enough vegetarian options,0
50417,Rosewood London, Breakfast took a long time to arrive and was not that hot ,0
50418,Rosewood London, Nothing,0
50419,Rosewood London, Nothing at all ,0
50427,Rosewood London, Not much description of spa services on website,0
50431,Rosewood London, Not so polite at the external restaurant,0
50432,Rosewood London, The housekeeping did not meet our expected levels of service,0
50436,Rosewood London, A few of the Room amenities,0
50437,Rosewood London, Nothing,0
50439,Rosewood London, never received the free welcome drink but that s the only downside I can think of,-0.3294
50440,Rosewood London, Air con difficult to turn off ,-0.3612
50442,Rosewood London, Bar breakfast at Mirror Room,0
50444,Rosewood London, Health club sub par,0
50446,Rosewood London, No coment ,-0.296
50447,Rosewood London, Bedrooms gloomy Bathroom tiny and no separate shower and very high bath even in upgraded room,-0.4215
50448,Rosewood London, The split bathrooms was a first both are one but the shower was on the other side of the suite ,0
50449,Rosewood London, Bed it is too soft and get back pain,-0.5106
50451,Rosewood London, terrible pillows Tea making in room needed ,-0.4767
50452,Rosewood London, Hearing next door radio in the bathroom very minor niggle ,0
50454,Rosewood London, Room with almost no window,-0.228
50455,Rosewood London, Nothing ,0
50456,Rosewood London, Nothing,0
50457,Rosewood London, Too far away from the shopping area ,0
50459,Rosewood London, Not working cofee machine,0
50460,Rosewood London, That I couldn t stay longer ,0
50461,Rosewood London, Nothing,0
50462,Rosewood London, Breakfast was very poor,-0.5256
50463,Rosewood London, The location is not great Too much traffic quite far from main shopping and attractive areas,-0.1012
50467,Rosewood London, Tiny room and no light small window Coffee machine broken,-0.6486
50470,Rosewood London, Poached eggs slightly cold at breakfast,0
50472,Rosewood London, Nothing,0
